FN,FP,MSE,TN,TP,sr
18.2,10.7,0.004389630902460169,366.3,17.8,101
8.1,10.2,0.004679080077300058,366.8,27.9,201
10.6,8.4,0.0026483928137984664,368.6,25.4,301
9.5,6.6,0.0031978108168206746,370.4,26.5,401
8.9,6.7,0.0015470688825281842,370.3,27.1,501
7.0,9.0,0.0022260171663473246,368.0,29.0,601
9.1,5.5,0.0019919633829399586,371.5,26.9,701
11.3,7.3,0.0024694347425294277,369.7,24.7,801
7.0,6.2,0.0019397094804489239,370.8,29.0,901
7.8,5.5,0.001793891921962213,371.5,28.2,1001
7.2,7.0,0.001421779138322989,370.0,28.8,1101
7.0,6.5,0.002356666458071556,370.5,29.0,1201
5.8,6.7,0.0019671617449527378,370.3,30.2,1301
7.8,6.8,0.001198030653412866,370.2,28.2,1401
6.5,6.2,0.0014509927086207813,370.8,29.5,1501
6.8,6.8,0.002612230224749113,370.2,29.2,1601
4.9,7.5,0.0019771739154006754,369.5,31.1,1701
5.3,6.5,0.0014664424452106551,370.5,30.7,1801
5.8,7.3,0.00215389188621897,369.7,30.2,1901
6.6,6.0,0.001040340970622171,371.0,29.4,2001
5.8,5.9,0.0017678861719610244,371.1,30.2,2101
5.5,6.2,0.0008715182508980564,370.8,30.5,2201
5.2,5.2,0.0017126769687246736,371.8,30.8,2301
6.3,6.6,0.0012193370928839055,370.4,29.7,2401
5.3,5.5,0.0015752775837552066,371.5,30.7,2501
6.0,5.8,0.001660413345712158,371.2,30.0,2601
6.5,5.3,0.0015130192537532385,371.7,29.5,2701
5.7,4.6,0.0015163811947818517,372.4,30.3,2801
5.8,4.8,0.001875941847246112,372.2,30.2,2901
4.9,4.6,0.0014196460884787633,372.4,31.1,3001
5.1,3.5,0.0011594332610043918,373.5,30.9,3101
5.5,5.1,0.0013557243226924556,371.9,30.5,3201
5.0,4.8,0.0009343353453632747,372.7,30.5,3301
5.0,5.1,0.0009669833677914414,371.9,31.0,3401
4.8,5.2,0.0015130305508515834,371.8,31.2,3501
5.1,4.4,0.0009153052193847878,373.6,29.9,3601
5.2,3.1,0.001250542888315889,373.9,30.8,3701
