FN,FP,MSE,TN,TP,sr
27.9,16.2,0.00571770095477237,360.8,8.1,101
10.5,8.6,0.003109979439183347,368.4,25.5,201
9.1,7.1,0.00230678554613936,369.9,26.9,301
9.5,6.2,0.002838488399862872,370.8,26.5,401
8.1,7.4,0.0030491426731137613,369.6,27.9,501
8.6,6.5,0.0014519514518353033,370.5,27.4,601
8.4,9.4,0.0020561155168047447,367.6,27.6,701
7.8,5.3,0.0019177137854364964,371.7,28.2,801
7.2,8.1,0.0022242231742573048,368.9,28.8,901
8.6,5.0,0.0018874986496707907,372.0,27.4,1001
7.9,5.6,0.0025533658411614176,371.4,28.1,1101
8.5,5.0,0.002178795144471766,372.0,27.5,1201
8.3,5.5,0.0024909311567845637,371.5,27.7,1301
8.1,4.1,0.0013744682285579948,372.9,27.9,1401
7.8,5.1,0.0013370011102254123,371.9,28.2,1501
7.1,5.4,0.001986030673959853,371.6,28.9,1601
6.0,5.2,0.000980177968959422,371.8,30.0,1701
6.2,4.8,0.0018848587555904861,372.2,29.8,1801
6.1,5.9,0.0013759143558674139,371.1,29.9,1901
6.1,5.3,0.0020104563388462135,371.7,29.9,2001
5.9,5.7,0.001490562940815485,371.3,30.1,2101
6.8,6.6,0.0013871880967653307,370.4,29.2,2201
6.0,5.7,0.002177166013165089,371.3,30.0,2301
6.4,5.9,0.0018840517772150066,371.1,29.6,2401
5.9,4.5,0.0011467500019393443,372.5,30.1,2501
6.0,4.8,0.0019272329747390248,372.2,30.0,2601
6.2,3.9,0.0016398850037679775,373.1,29.8,2701
6.6,6.5,0.0017771009356268284,370.5,29.4,2801
4.9,4.0,0.001777448302187256,373.0,31.1,2901
5.6,4.9,0.002202946338355949,372.1,30.4,3001
4.8,5.2,0.0021438485360080212,371.8,31.2,3101
5.9,4.9,0.0016823757274329076,372.1,30.1,3201
4.4,5.2,0.0007745411673853116,372.6,30.8,3301
5.7,3.7,0.001416938205913103,373.3,30.3,3401
3.9,3.7,0.0006860418473158018,373.3,32.1,3501
5.0,5.4,0.0014317625669794762,372.6,30.0,3601
5.7,4.4,0.001311964608462919,372.6,30.3,3701
