FN,FP,TN,TP,sr
27.1,12.3,364.7,8.9,101
13.8,9.0,368.0,22.2,201
7.0,8.8,368.2,29.0,301
10.5,6.7,370.3,25.5,401
8.2,8.5,368.5,27.8,501
8.9,5.3,371.7,27.1,601
8.5,5.5,371.5,27.5,701
7.0,5.6,371.4,29.0,801
6.9,8.2,368.8,29.1,901
9.0,4.6,372.4,27.0,1001
7.9,7.1,369.9,28.1,1101
8.2,6.0,371.0,27.8,1201
7.8,4.5,372.5,28.2,1301
8.1,5.3,371.7,27.9,1401
5.9,5.4,371.6,30.1,1501
6.8,5.9,371.1,29.2,1601
8.1,5.0,372.0,27.9,1701
6.7,3.7,373.3,29.3,1801
6.0,6.3,370.7,30.0,1901
6.0,4.5,372.5,30.0,2001
5.6,3.3,373.7,30.4,2101
5.4,5.5,371.5,30.6,2201
5.4,4.6,372.4,30.6,2301
6.5,4.6,372.4,29.5,2401
5.9,4.5,372.5,30.1,2501
5.2,3.6,373.4,30.8,2601
6.2,4.8,372.2,29.8,2701
5.9,5.5,371.5,30.1,2801
5.9,4.2,372.8,30.1,2901
6.0,4.7,372.3,30.0,3001
6.2,3.2,373.8,29.8,3101
5.1,5.0,372.0,30.9,3201
6.4,4.0,373.6,29.0,3301
5.6,3.5,373.5,30.4,3401
5.6,4.2,372.8,30.4,3501
5.3,3.9,374.1,29.7,3601
5.7,3.4,373.6,30.3,3701
