FN,FP,TN,TP,sr
33.2,16.4,360.6,2.8,101
15.6,9.7,367.3,20.4,201
10.8,9.5,367.5,25.2,301
7.1,7.2,369.8,28.9,401
7.5,7.1,369.9,28.5,501
9.2,5.1,371.9,26.8,601
8.2,9.2,367.8,27.8,701
6.4,6.1,370.9,29.6,801
8.7,5.4,371.6,27.3,901
8.3,6.8,370.2,27.7,1001
7.2,7.2,369.8,28.8,1101
7.4,6.6,370.4,28.6,1201
7.5,4.9,372.1,28.5,1301
6.1,5.9,371.1,29.9,1401
7.3,5.7,371.3,28.7,1501
6.2,5.0,372.0,29.8,1601
4.9,5.5,371.5,31.1,1701
6.9,5.3,371.7,29.1,1801
6.7,5.7,371.3,29.3,1901
6.7,4.3,372.7,29.3,2001
5.9,4.9,372.1,30.1,2101
6.0,4.8,372.2,30.0,2201
5.5,4.0,373.0,30.5,2301
5.7,4.9,372.1,30.3,2401
5.7,4.8,372.2,30.3,2501
6.1,4.6,372.4,29.9,2601
6.1,5.2,371.8,29.9,2701
5.4,4.6,372.4,30.6,2801
6.5,3.6,373.4,29.5,2901
5.2,4.6,372.4,30.8,3001
4.4,2.9,374.1,31.6,3101
5.4,3.7,373.3,30.6,3201
5.2,3.0,374.5,30.3,3301
5.2,3.2,373.8,30.8,3401
5.4,4.3,372.7,30.6,3501
5.3,3.6,374.4,29.7,3601
4.9,3.2,373.8,31.1,3701
