FN,FP,MSE,TN,TP,sr
30.0,6.7,0.009740816142334071,370.3,6.0,101
14.7,7.3,0.002608235140168671,369.7,21.3,201
8.6,7.4,0.0025582109099739933,369.6,27.4,301
7.5,8.1,0.002086928379640962,368.9,28.5,401
9.2,7.4,0.00282295224356957,369.6,26.8,501
4.8,9.3,0.0014975851891376774,367.7,31.2,601
7.3,5.0,0.0014628956877958412,372.0,28.7,701
8.0,8.0,0.0021005328975330383,369.0,28.0,801
9.2,6.3,0.0011621508609462635,370.7,26.8,901
7.1,8.7,0.002360104796105162,368.3,28.9,1001
7.2,5.0,0.0016287496608864804,372.0,28.8,1101
7.1,6.9,0.002292628306193916,370.1,28.9,1201
7.5,6.5,0.001870309824713042,370.5,28.5,1301
8.5,4.0,0.001146389101621589,373.0,27.5,1401
8.2,5.4,0.001347940237320261,371.6,27.8,1501
7.7,4.5,0.00116792566498215,372.5,28.3,1601
8.8,4.1,0.0012322963579020948,372.9,27.2,1701
5.7,5.8,0.0018327167628635313,371.2,30.3,1801
7.4,4.3,0.0014560286739842161,372.7,28.6,1901
6.6,4.2,0.00216233540132268,372.8,29.4,2001
7.8,4.6,0.0009799565396039615,372.4,28.2,2101
6.4,3.8,0.0013323614017728869,373.2,29.6,2201
5.5,4.8,0.0011618164118416938,372.2,30.5,2301
6.5,4.5,0.0016190208998643977,372.5,29.5,2401
4.9,5.5,0.0010022376121279811,371.5,31.1,2501
3.6,4.4,0.0013815549425242127,372.6,32.4,2601
5.7,4.7,0.0010037336887800707,372.3,30.3,2701
6.8,5.7,0.0025659559537354023,371.3,29.2,2801
6.4,3.7,0.000878615872776852,373.3,29.6,2901
4.3,4.5,0.0016463929290710256,372.5,31.7,3001
5.1,4.6,0.0015359299446951068,372.4,30.9,3101
5.2,5.0,0.001218796329188301,372.0,30.8,3201
5.8,4.9,0.0015745489038993758,372.4,29.9,3301
6.3,4.2,0.0015947516576958552,372.8,29.7,3401
4.7,5.8,0.0011459340444817145,371.2,31.3,3501
5.8,4.7,0.0013733715947866847,373.3,29.2,3601
4.0,4.1,0.0015255592885449086,372.9,32.0,3701
