FN,FP,TN,TP,sr
12.9,14.9,362.1,23.1,101
10.1,10.2,366.8,25.9,201
9.3,8.3,368.7,26.7,301
8.2,10.3,366.7,27.8,401
9.4,6.2,370.8,26.6,501
8.3,8.3,368.7,27.7,601
7.5,7.1,369.9,28.5,701
7.4,5.4,371.6,28.6,801
8.7,7.5,369.5,27.3,901
7.7,7.6,369.4,28.3,1001
8.2,7.0,370.0,27.8,1101
6.6,6.6,370.4,29.4,1201
6.4,5.7,371.3,29.6,1301
7.0,6.2,370.8,29.0,1401
5.1,5.6,371.4,30.9,1501
7.2,4.6,372.4,28.8,1601
5.8,5.7,371.3,30.2,1701
5.9,5.9,371.1,30.1,1801
7.0,5.4,371.6,29.0,1901
4.6,6.3,370.7,31.4,2001
4.9,6.3,370.7,31.1,2101
5.3,3.2,373.8,30.7,2201
5.3,5.0,372.0,30.7,2301
5.3,4.3,372.7,30.7,2401
5.2,4.9,372.1,30.8,2501
5.8,5.2,371.8,30.2,2601
5.6,5.2,371.8,30.4,2701
4.9,4.9,372.1,31.1,2801
3.9,4.1,372.9,32.1,2901
5.2,3.6,373.4,30.8,3001
4.4,6.1,370.9,31.6,3101
4.5,4.7,372.3,31.5,3201
4.5,4.2,373.2,31.1,3301
5.7,3.7,373.3,30.3,3401
5.9,4.3,372.7,30.1,3501
4.4,3.1,374.9,30.6,3601
5.1,4.7,372.3,30.9,3701
