FN,FP,TN,TP,sr
16.2,6.4,370.6,19.8,101
9.8,9.6,367.4,26.2,201
12.6,4.8,372.2,23.4,301
9.5,8.5,368.5,26.5,401
9.3,5.7,371.3,26.7,501
7.6,8.0,369.0,28.4,601
7.7,8.1,368.9,28.3,701
6.7,5.6,371.4,29.3,801
9.4,4.1,372.9,26.6,901
5.7,6.8,370.2,30.3,1001
5.2,6.4,370.6,30.8,1101
8.0,5.8,371.2,28.0,1201
6.9,6.1,370.9,29.1,1301
7.6,5.0,372.0,28.4,1401
7.1,6.3,370.7,28.9,1501
5.8,5.0,372.0,30.2,1601
9.0,4.9,372.1,27.0,1701
7.8,6.9,370.1,28.2,1801
7.2,5.3,371.7,28.8,1901
4.6,8.1,368.9,31.4,2001
6.5,6.8,370.2,29.5,2101
6.9,7.2,369.8,29.1,2201
6.6,5.6,371.4,29.4,2301
7.7,5.1,371.9,28.3,2401
7.2,7.4,369.6,28.8,2501
5.5,7.8,369.2,30.5,2601
8.0,5.6,371.4,28.0,2701
6.8,6.9,370.1,29.2,2801
7.2,5.9,371.1,28.8,2901
6.7,6.7,370.3,29.3,3001
7.4,7.7,369.3,28.6,3101
6.8,6.3,370.7,29.2,3201
7.1,7.6,369.9,28.4,3301
7.7,5.8,371.2,28.3,3401
7.5,8.3,368.7,28.5,3501
8.1,6.0,372.0,26.9,3601
8.2,6.4,370.6,27.8,3701
