FN,FP,TN,TP,sr
13.6,10.4,366.6,22.4,101
10.4,10.1,366.9,25.6,201
8.6,9.5,367.5,27.4,301
9.1,9.4,367.6,26.9,401
10.1,8.7,368.3,25.9,501
8.3,9.2,367.8,27.7,601
9.5,8.5,368.5,26.5,701
9.9,7.1,369.9,26.1,801
7.6,7.5,369.5,28.4,901
7.6,7.7,369.3,28.4,1001
8.2,6.9,370.1,27.8,1101
8.2,8.3,368.7,27.8,1201
6.1,5.4,371.6,29.9,1301
6.0,5.5,371.5,30.0,1401
5.7,5.7,371.3,30.3,1501
6.5,6.4,370.6,29.5,1601
5.9,6.1,370.9,30.1,1701
7.6,6.3,370.7,28.4,1801
6.2,7.1,369.9,29.8,1901
5.9,6.0,371.0,30.1,2001
5.8,5.4,371.6,30.2,2101
5.9,7.1,369.9,30.1,2201
5.6,6.1,370.9,30.4,2301
5.4,5.0,372.0,30.6,2401
5.8,6.1,370.9,30.2,2501
6.8,4.2,372.8,29.2,2601
5.8,6.3,370.7,30.2,2701
5.5,5.2,371.8,30.5,2801
5.0,4.3,372.7,31.0,2901
5.7,4.3,372.7,30.3,3001
5.5,4.8,372.2,30.5,3101
5.8,3.7,373.3,30.2,3201
4.9,4.4,373.3,30.4,3301
6.1,5.4,371.6,29.9,3401
4.2,5.0,372.0,31.8,3501
4.0,4.2,373.8,31.0,3601
4.9,4.3,372.7,31.1,3701
