FN,FP,TN,TP,sr
33.3,14.9,362.1,2.7,101
23.7,6.0,371.0,12.3,201
11.6,9.0,368.0,24.4,301
10.2,7.0,370.0,25.8,401
7.8,7.2,369.8,28.2,501
8.4,7.1,369.9,27.6,601
7.1,7.8,369.2,28.9,701
6.3,8.0,369.0,29.7,801
7.5,5.5,371.5,28.5,901
8.5,7.5,369.5,27.5,1001
8.3,5.2,371.8,27.7,1101
8.2,7.1,369.9,27.8,1201
7.0,6.5,370.5,29.0,1301
6.0,5.9,371.1,30.0,1401
6.3,6.7,370.3,29.7,1501
6.5,5.5,371.5,29.5,1601
5.2,5.7,371.3,30.8,1701
5.5,5.7,371.3,30.5,1801
6.7,6.2,370.8,29.3,1901
6.9,4.5,372.5,29.1,2001
6.4,4.8,372.2,29.6,2101
4.5,4.0,373.0,31.5,2201
6.4,5.0,372.0,29.6,2301
4.6,6.2,370.8,31.4,2401
5.7,4.3,372.7,30.3,2501
7.4,4.4,372.6,28.6,2601
6.3,3.4,373.6,29.7,2701
5.4,3.9,373.1,30.6,2801
5.7,4.5,372.5,30.3,2901
5.0,3.7,373.3,31.0,3001
4.6,5.1,371.9,31.4,3101
7.4,3.7,373.3,28.6,3201
5.2,3.5,374.0,30.3,3301
5.3,5.4,371.6,30.7,3401
3.9,3.6,373.4,32.1,3501
4.0,3.1,374.9,31.0,3601
4.6,3.4,373.6,31.4,3701
