FN,FP,TN,TP,sr
29.4,12.4,364.6,6.6,101
13.2,9.4,367.6,22.8,201
9.7,6.0,371.0,26.3,301
8.6,6.1,370.9,27.4,401
10.8,7.6,369.4,25.2,501
8.9,6.7,370.3,27.1,601
8.3,9.9,367.1,27.7,701
8.6,6.2,370.8,27.4,801
8.0,6.1,370.9,28.0,901
6.9,6.9,370.1,29.1,1001
8.7,4.9,372.1,27.3,1101
8.8,6.4,370.6,27.2,1201
6.3,3.8,373.2,29.7,1301
6.6,6.3,370.7,29.4,1401
7.3,5.3,371.7,28.7,1501
7.8,3.4,373.6,28.2,1601
6.8,4.9,372.1,29.2,1701
8.3,5.5,371.5,27.7,1801
5.2,4.9,372.1,30.8,1901
6.5,5.1,371.9,29.5,2001
7.5,4.8,372.2,28.5,2101
5.7,5.6,371.4,30.3,2201
5.7,6.2,370.8,30.3,2301
6.4,5.6,371.4,29.6,2401
5.8,4.4,372.6,30.2,2501
5.8,4.8,372.2,30.2,2601
6.4,4.7,372.3,29.6,2701
4.0,4.3,372.7,32.0,2801
5.2,5.1,371.9,30.8,2901
5.7,4.5,372.5,30.3,3001
6.1,3.7,373.3,29.9,3101
6.0,3.7,373.3,30.0,3201
5.3,3.5,373.8,30.4,3301
5.4,4.1,372.9,30.6,3401
6.5,4.1,372.9,29.5,3501
5.3,3.7,374.3,29.7,3601
5.0,4.9,372.1,31.0,3701
