FN,FP,TN,TP,sr
15.8,9.3,367.7,20.2,101
8.3,8.3,368.7,27.7,201
8.1,9.3,367.7,27.9,301
10.4,11.5,365.5,25.6,401
9.9,7.9,369.1,26.1,501
7.7,6.8,370.2,28.3,601
8.6,5.6,371.4,27.4,701
7.0,6.2,370.8,29.0,801
6.6,5.7,371.3,29.4,901
7.7,8.1,368.9,28.3,1001
6.9,7.3,369.7,29.1,1101
7.5,6.8,370.2,28.5,1201
7.0,6.3,370.7,29.0,1301
7.8,6.3,370.7,28.2,1401
8.1,4.9,372.1,27.9,1501
6.5,6.3,370.7,29.5,1601
5.7,6.1,370.9,30.3,1701
7.4,5.9,371.1,28.6,1801
6.1,7.4,369.6,29.9,1901
6.6,6.6,370.4,29.4,2001
7.2,6.5,370.5,28.8,2101
6.0,6.6,370.4,30.0,2201
6.9,7.1,369.9,29.1,2301
4.7,8.6,368.4,31.3,2401
6.2,5.5,371.5,29.8,2501
7.0,7.7,369.3,29.0,2601
5.8,8.2,368.8,30.2,2701
6.6,8.2,368.8,29.4,2801
6.6,5.6,371.4,29.4,2901
6.8,7.9,369.1,29.2,3001
7.5,6.6,370.4,28.5,3101
5.9,8.0,369.0,30.1,3201
6.4,5.4,372.0,29.2,3301
6.2,7.3,369.7,29.8,3401
6.6,6.5,370.5,29.4,3501
7.1,6.0,372.0,27.9,3601
8.7,7.5,369.5,27.3,3701
