FN,FP,MSE,TN,TP,sr
33.0,6.6,0.007021986648932446,370.4,3.0,101
16.0,7.5,0.003360444433141875,369.5,20.0,201
7.5,10.0,0.00222243446410041,367.0,28.5,301
7.2,8.4,0.0029786952267953242,368.6,28.8,401
6.7,6.6,0.0025461396060083076,370.4,29.3,501
7.5,7.1,0.0015648535840933158,369.9,28.5,601
7.2,6.8,0.0015517505597793476,370.2,28.8,701
6.3,7.0,0.0018246600268154924,370.0,29.7,801
8.3,8.7,0.0020564512721658657,368.3,27.7,901
7.6,5.5,0.002521241060013066,371.5,28.4,1001
6.5,4.5,0.0012605747607830674,372.5,29.5,1101
7.5,5.8,0.0016437001956933935,371.2,28.5,1201
6.4,7.2,0.0011483814944205444,369.8,29.6,1301
8.4,5.7,0.0015559746206785748,371.3,27.6,1401
8.3,4.8,0.0017336996395333096,372.2,27.7,1501
7.3,5.4,0.0018548545315473096,371.6,28.7,1601
7.4,4.7,0.0024513111554873837,372.3,28.6,1701
6.7,5.3,0.0017271633876857124,371.7,29.3,1801
9.4,3.4,0.0023634932259313773,373.6,26.6,1901
6.3,4.9,0.0009800442422039334,372.1,29.7,2001
6.0,5.2,0.0010321731413336912,371.8,30.0,2101
7.4,4.2,0.0011321219344211748,372.8,28.6,2201
7.0,5.2,0.0013932412139058686,371.8,29.0,2301
5.4,5.0,0.0010708699181011072,372.0,30.6,2401
6.6,4.7,0.0014768299102014613,372.3,29.4,2501
6.4,5.5,0.0016417928529478434,371.5,29.6,2601
5.5,4.5,0.002040037017600356,372.5,30.5,2701
6.0,4.6,0.0011309561772721475,372.4,30.0,2801
5.8,4.5,0.0008724913894027195,372.5,30.2,2901
5.4,7.0,0.0009994738137857485,370.0,30.6,3001
5.4,3.7,0.0011764971645106318,373.3,30.6,3101
5.1,4.7,0.0014552947439435114,372.3,30.9,3201
5.6,5.4,0.0016223825125644964,372.0,30.0,3301
4.4,4.6,0.0010513796428318193,372.4,31.6,3401
5.4,4.1,0.0019614051333588555,372.9,30.6,3501
5.4,3.7,0.0009634079283459661,374.3,29.6,3601
4.7,4.6,0.0011057261273604976,372.4,31.3,3701
