FN,FP,MSE,TN,TP,sr
34.4,7.4,0.008035290692165135,369.6,1.6,101
17.3,4.2,0.005122810853211986,372.8,18.7,201
9.8,5.9,0.002810531127203288,371.1,26.2,301
9.7,8.4,0.0013825345269568921,368.6,26.3,401
8.2,8.3,0.0025971501472249648,368.7,27.8,501
6.2,7.0,0.001032378275189724,370.0,29.8,601
7.2,7.6,0.001121184611840698,369.4,28.8,701
8.1,7.4,0.0019979507446779786,369.6,27.9,801
6.6,7.5,0.001512623687942191,369.5,29.4,901
6.6,6.1,0.0016387136814478543,370.9,29.4,1001
6.5,6.6,0.0017029884759210655,370.4,29.5,1101
7.9,5.5,0.002482831855024099,371.5,28.1,1201
7.8,3.9,0.0017393348907070074,373.1,28.2,1301
6.9,6.8,0.001623711760158697,370.2,29.1,1401
7.3,5.5,0.0020934728208488853,371.5,28.7,1501
8.2,5.9,0.001388061480077213,371.1,27.8,1601
7.2,3.6,0.0010158274860704037,373.4,28.8,1701
7.5,4.7,0.0025457345422806718,372.3,28.5,1801
6.5,3.9,0.0013242984965574592,373.1,29.5,1901
7.0,3.8,0.0021674077087260046,373.2,29.0,2001
7.9,4.3,0.00182862025551887,372.7,28.1,2101
5.8,5.5,0.0016960632473552242,371.5,30.2,2201
5.3,5.8,0.0017082589167295356,371.2,30.7,2301
4.6,4.6,0.0014590181476342653,372.4,31.4,2401
5.8,4.8,0.00138247565731324,372.2,30.2,2501
5.2,4.4,0.0011931148769259087,372.6,30.8,2601
5.3,3.5,0.0016653375150153377,373.5,30.7,2701
5.5,5.6,0.0017042732231365636,371.4,30.5,2801
6.0,4.7,0.0018939999851365242,372.3,30.0,2901
5.4,5.1,0.0012367384420898504,371.9,30.6,3001
6.6,5.9,0.0011420190008220304,371.1,29.4,3101
5.7,3.2,0.0015614713627953236,373.8,30.3,3201
4.7,5.6,0.0011500586755211965,371.9,30.8,3301
5.8,5.2,0.0014622308806659695,371.8,30.2,3401
3.9,4.8,0.0009981340205815789,372.2,32.1,3501
5.6,5.4,0.0015853429814543696,372.6,29.4,3601
6.2,5.4,0.0012291392956643935,371.6,29.8,3701
