FN,FP,TN,TP,sr
14.0,8.9,368.1,22.0,101
12.2,8.0,369.0,23.8,201
11.8,9.5,367.5,24.2,301
10.1,7.9,369.1,25.9,401
10.1,6.3,370.7,25.9,501
8.3,8.3,368.7,27.7,601
10.0,6.1,370.9,26.0,701
9.6,4.9,372.1,26.4,801
9.1,6.4,370.6,26.9,901
9.2,7.4,369.6,26.8,1001
10.0,5.3,371.7,26.0,1101
9.3,6.1,370.9,26.7,1201
8.9,5.4,371.6,27.1,1301
6.9,6.1,370.9,29.1,1401
7.1,4.2,372.8,28.9,1501
8.7,5.1,371.9,27.3,1601
6.4,5.8,371.2,29.6,1701
8.2,4.9,372.1,27.8,1801
7.3,4.9,372.1,28.7,1901
7.3,4.8,372.2,28.7,2001
6.9,4.8,372.2,29.1,2101
6.2,4.0,373.0,29.8,2201
7.4,5.2,371.8,28.6,2301
6.9,3.5,373.5,29.1,2401
6.1,4.7,372.3,29.9,2501
7.6,5.0,372.0,28.4,2601
5.2,4.9,372.1,30.8,2701
7.2,4.3,372.7,28.8,2801
6.2,4.3,372.7,29.8,2901
4.6,3.9,373.1,31.4,3001
6.2,3.6,373.4,29.8,3101
5.6,3.3,373.7,30.4,3201
5.5,3.3,374.4,29.8,3301
5.4,4.9,372.1,30.6,3401
5.6,4.9,372.1,30.4,3501
4.8,3.5,374.5,30.2,3601
5.7,4.2,372.8,30.3,3701
