FN,FP,TN,TP,sr
17.0,9.9,367.1,19.0,101
9.9,7.3,369.7,26.1,201
9.3,6.6,370.4,26.7,301
10.3,5.7,371.3,25.7,401
12.6,5.9,371.1,23.4,501
9.1,7.5,369.5,26.9,601
7.4,6.5,370.5,28.6,701
8.2,6.2,370.8,27.8,801
7.7,6.7,370.3,28.3,901
8.1,5.4,371.6,27.9,1001
6.2,5.9,371.1,29.8,1101
8.1,5.9,371.1,27.9,1201
7.9,5.8,371.2,28.1,1301
7.4,5.0,372.0,28.6,1401
7.8,5.4,371.6,28.2,1501
7.9,4.2,372.8,28.1,1601
5.7,4.1,372.9,30.3,1701
7.1,4.3,372.7,28.9,1801
6.1,5.0,372.0,29.9,1901
5.8,5.6,371.4,30.2,2001
5.5,5.9,371.1,30.5,2101
7.2,5.8,371.2,28.8,2201
5.5,4.0,373.0,30.5,2301
5.9,5.5,371.5,30.1,2401
5.6,5.8,371.2,30.4,2501
6.9,4.7,372.3,29.1,2601
6.0,4.9,372.1,30.0,2701
5.0,5.6,371.4,31.0,2801
6.2,4.9,372.1,29.8,2901
5.8,3.8,373.2,30.2,3001
5.9,4.0,373.0,30.1,3101
4.9,4.1,372.9,31.1,3201
5.6,4.7,372.8,29.9,3301
5.2,4.8,372.2,30.8,3401
6.0,5.0,372.0,30.0,3501
6.6,5.1,372.9,28.4,3601
5.2,4.3,372.7,30.8,3701
