FN,FP,MSE,TN,TP,sr
34.6,9.3,0.009085652904085587,367.7,1.4,101
12.3,11.0,0.005605629693746043,366.0,23.7,201
6.8,13.4,0.0025579121476301163,363.6,29.2,301
7.5,6.2,0.0016534167515618939,370.8,28.5,401
7.2,9.7,0.0029737410910138256,367.3,28.8,501
7.4,8.9,0.0011285479099814055,368.1,28.6,601
7.3,9.0,0.002667521887917989,368.0,28.7,701
7.5,7.6,0.002318957738443745,369.4,28.5,801
4.4,6.3,0.0011062623625924576,370.7,31.6,901
6.8,6.5,0.0015821348776200827,370.5,29.2,1001
7.9,4.1,0.0014991930987167702,372.9,28.1,1101
8.1,5.2,0.0016042232986700447,371.8,27.9,1201
6.5,5.2,0.0016948821291482112,371.8,29.5,1301
6.7,4.2,0.00197081741540436,372.8,29.3,1401
8.0,5.5,0.0025190046532430005,371.5,28.0,1501
7.2,5.3,0.0015060077296432308,371.7,28.8,1601
5.5,4.1,0.0011775581813004642,372.9,30.5,1701
8.4,5.0,0.0012141543955498757,372.0,27.6,1801
6.5,4.8,0.0018499777649140475,372.2,29.5,1901
8.1,3.7,0.0013270626605626351,373.3,27.9,2001
7.3,5.3,0.0014578746831325443,371.7,28.7,2101
7.3,5.6,0.001290253552696479,371.4,28.7,2201
5.7,3.8,0.0006710384780154036,373.2,30.3,2301
3.8,5.3,0.0016798812149220442,371.7,32.2,2401
6.3,5.3,0.001412883022166007,371.7,29.7,2501
7.2,4.2,0.00170391736170557,372.8,28.8,2601
6.2,4.9,0.001306593047963417,372.1,29.8,2701
5.9,4.1,0.00110324916259928,372.9,30.1,2801
5.1,4.0,0.0007474288789796925,373.0,30.9,2901
5.4,5.0,0.001154359425581221,372.0,30.6,3001
5.1,4.2,0.0015560364097922494,372.8,30.9,3101
4.4,4.9,0.0016740712759058187,372.1,31.6,3201
5.1,4.2,0.0018050826741223957,373.0,30.7,3301
6.2,5.2,0.001329790770066065,371.8,29.8,3401
6.1,5.6,0.0006972316755251336,371.4,29.9,3501
7.0,5.8,0.001173261120415938,372.2,28.0,3601
3.9,4.5,0.0004315733513290592,372.5,32.1,3701
