FN,FP,TN,TP,sr
16.8,11.1,365.9,19.2,101
8.5,8.0,369.0,27.5,201
7.4,9.3,367.7,28.6,301
9.2,7.4,369.6,26.8,401
9.4,7.3,369.7,26.6,501
9.0,8.7,368.3,27.0,601
8.8,7.7,369.3,27.2,701
8.6,7.1,369.9,27.4,801
8.3,5.2,371.8,27.7,901
7.6,5.8,371.2,28.4,1001
8.7,6.1,370.9,27.3,1101
5.7,5.9,371.1,30.3,1201
6.2,8.0,369.0,29.8,1301
6.0,7.6,369.4,30.0,1401
6.4,5.0,372.0,29.6,1501
6.5,7.3,369.7,29.5,1601
6.6,5.4,371.6,29.4,1701
7.0,7.9,369.1,29.0,1801
6.4,4.6,372.4,29.6,1901
6.5,5.1,371.9,29.5,2001
5.3,6.8,370.2,30.7,2101
7.7,6.5,370.5,28.3,2201
7.1,6.2,370.8,28.9,2301
7.2,7.2,369.8,28.8,2401
5.7,7.2,369.8,30.3,2501
6.3,5.6,371.4,29.7,2601
5.3,9.0,368.0,30.7,2701
5.9,8.9,368.1,30.1,2801
7.4,5.7,371.3,28.6,2901
7.0,8.4,368.6,29.0,3001
7.2,6.0,371.0,28.8,3101
6.2,6.6,370.4,29.8,3201
7.4,3.7,373.8,28.1,3301
6.8,8.9,368.1,29.2,3401
8.6,5.0,372.0,27.4,3501
5.0,8.6,369.4,30.0,3601
6.9,5.5,371.5,29.1,3701
