FN,FP,MSE,TN,TP,sr
35.9,4.7,0.008447954313394975,372.3,0.1,101
22.8,8.0,0.0066470070906090185,369.0,13.2,201
9.0,8.6,0.0017015745894744954,368.4,27.0,301
7.6,7.8,0.0026340041493456757,369.2,28.4,401
6.9,9.1,0.003244132846240807,367.9,29.1,501
6.6,7.7,0.0017139890622590785,369.3,29.4,601
6.3,9.3,0.002188546390810754,367.7,29.7,701
7.8,6.9,0.0025030899680030584,370.1,28.2,801
6.8,6.4,0.001889584212205696,370.6,29.2,901
7.6,6.3,0.0029289818257992083,370.7,28.4,1001
7.0,8.0,0.0017428451096515145,369.0,29.0,1101
7.1,6.8,0.0011376357087226766,370.2,28.9,1201
7.9,6.1,0.001899547953618889,370.9,28.1,1301
8.5,6.5,0.002204612297258391,370.5,27.5,1401
7.0,5.5,0.001624507218426756,371.5,29.0,1501
8.4,6.7,0.0019431351080998875,370.3,27.6,1601
7.8,4.0,0.0009292607905030285,373.0,28.2,1701
7.5,4.9,0.0013697504332981932,372.1,28.5,1801
7.0,4.8,0.001659635936749186,372.2,29.0,1901
7.1,4.5,0.0013780063148585734,372.5,28.9,2001
7.7,4.9,0.0014999944260855875,372.1,28.3,2101
6.7,5.1,0.0019395802974178464,371.9,29.3,2201
4.9,4.9,0.0011156768508788213,372.1,31.1,2301
6.2,4.7,0.00184473449662561,372.3,29.8,2401
6.6,4.7,0.0017734264046734057,372.3,29.4,2501
6.1,5.6,0.0011585531358450332,371.4,29.9,2601
4.9,4.5,0.0011522298144870206,372.5,31.1,2701
4.8,4.6,0.0010821431163704014,372.4,31.2,2801
6.2,5.3,0.0016058496620156317,371.7,29.8,2901
5.2,4.4,0.0008831081683005861,372.6,30.8,3001
5.7,4.2,0.00156066022954218,372.8,30.3,3101
5.4,4.8,0.0017143241285238128,372.2,30.6,3201
4.9,4.1,0.0005501536249719874,373.4,30.6,3301
5.7,5.2,0.0017212313745720372,371.8,30.3,3401
4.5,4.7,0.0006334506480365128,372.3,31.5,3501
5.9,4.2,0.0012580298225288917,373.8,29.1,3601
4.2,3.8,0.0010371455177694054,373.2,31.8,3701
