FN,FP,MSE,TN,TP,sr
23.9,14.0,0.0034412286035781217,363.0,12.1,101
9.9,7.5,0.0027257430966260163,369.5,26.1,201
7.9,9.4,0.0022794075127357642,367.6,28.1,301
7.7,9.6,0.002921988557756265,367.4,28.3,401
8.6,6.4,0.002778832294196373,370.6,27.4,501
7.4,7.4,0.0016191960826113995,369.6,28.6,601
6.0,7.0,0.0012479401222102963,370.0,30.0,701
7.5,6.1,0.0020263091107890134,370.9,28.5,801
7.2,7.2,0.0018936513714724115,369.8,28.8,901
8.8,4.0,0.002120329934834427,373.0,27.2,1001
7.3,4.8,0.0019730216572875353,372.2,28.7,1101
8.3,5.3,0.00184824780118642,371.7,27.7,1201
8.2,4.7,0.002124596609485887,372.3,27.8,1301
6.5,5.8,0.002592641716391279,371.2,29.5,1401
8.2,5.4,0.0014662193853416266,371.6,27.8,1501
7.6,4.8,0.0017509815398993069,372.2,28.4,1601
6.0,6.6,0.0010572441875313363,370.4,30.0,1701
6.5,5.3,0.001160590146278636,371.7,29.5,1801
7.4,4.7,0.001739039086470227,372.3,28.6,1901
6.4,4.5,0.0028464014240454543,372.5,29.6,2001
5.2,5.8,0.0016003741568319414,371.2,30.8,2101
7.3,4.3,0.0011697308674741202,372.7,28.7,2201
5.7,4.5,0.0015153351715270495,372.5,30.3,2301
5.9,4.4,0.0016477367816589727,372.6,30.1,2401
6.8,4.6,0.0012480916509488775,372.4,29.2,2501
6.3,4.4,0.001147201751227588,372.6,29.7,2601
7.4,4.2,0.0015183930568841444,372.8,28.6,2701
5.8,3.9,0.0014976812839908658,373.1,30.2,2801
8.1,3.7,0.001690303625758075,373.3,27.9,2901
7.1,5.4,0.0017072244350396601,371.6,28.9,3001
5.8,5.1,0.001263808920017872,371.9,30.2,3101
8.8,3.9,0.0022880342195193294,373.1,27.2,3201
7.2,4.1,0.001993899808134835,373.3,28.4,3301
7.8,5.3,0.0017397944408002995,371.7,28.2,3401
7.2,4.2,0.0018899352708389068,372.8,28.8,3501
6.5,4.8,0.0011562631532621155,373.2,28.5,3601
6.0,4.7,0.0012567740014963655,372.3,30.0,3701
