FN,FP,TN,TP,sr
18.4,9.6,367.4,17.6,101
11.0,4.6,372.4,25.0,201
9.6,6.5,370.5,26.4,301
9.5,8.7,368.3,26.5,401
8.6,5.9,371.1,27.4,501
8.5,7.0,370.0,27.5,601
8.2,7.8,369.2,27.8,701
9.8,4.5,372.5,26.2,801
8.3,8.2,368.8,27.7,901
7.7,6.9,370.1,28.3,1001
9.6,4.4,372.6,26.4,1101
8.8,6.1,370.9,27.2,1201
8.3,5.5,371.5,27.7,1301
7.6,5.9,371.1,28.4,1401
8.5,4.8,372.2,27.5,1501
7.3,6.6,370.4,28.7,1601
6.8,4.9,372.1,29.2,1701
6.6,4.6,372.4,29.4,1801
7.6,4.4,372.6,28.4,1901
5.4,6.2,370.8,30.6,2001
6.2,4.1,372.9,29.8,2101
7.2,5.9,371.1,28.8,2201
6.9,4.7,372.3,29.1,2301
7.5,5.1,371.9,28.5,2401
7.3,4.8,372.2,28.7,2501
4.8,4.2,372.8,31.2,2601
6.6,4.4,372.6,29.4,2701
6.8,4.4,372.6,29.2,2801
5.5,5.6,371.4,30.5,2901
6.9,4.1,372.9,29.1,3001
6.7,5.1,371.9,29.3,3101
5.8,3.5,373.5,30.2,3201
5.6,4.3,373.3,29.8,3301
5.8,3.5,373.5,30.2,3401
6.9,4.8,372.2,29.1,3501
4.2,4.1,373.9,30.8,3601
6.0,4.2,372.8,30.0,3701
