FN,FP,TN,TP,sr
13.5,8.2,368.8,22.5,101
10.5,9.2,367.8,25.5,201
9.9,6.3,370.7,26.1,301
10.1,7.4,369.6,25.9,401
8.5,9.1,367.9,27.5,501
9.7,9.6,367.4,26.3,601
8.0,7.3,369.7,28.0,701
7.7,6.4,370.6,28.3,801
7.0,7.5,369.5,29.0,901
7.2,5.4,371.6,28.8,1001
6.7,7.0,370.0,29.3,1101
7.7,7.6,369.4,28.3,1201
6.5,7.2,369.8,29.5,1301
6.8,7.2,369.8,29.2,1401
6.7,6.1,370.9,29.3,1501
7.4,5.5,371.5,28.6,1601
5.7,5.7,371.3,30.3,1701
5.8,6.4,370.6,30.2,1801
6.7,6.9,370.1,29.3,1901
4.9,7.2,369.8,31.1,2001
7.4,6.4,370.6,28.6,2101
4.9,7.1,369.9,31.1,2201
5.8,7.0,370.0,30.2,2301
7.9,7.1,369.9,28.1,2401
6.4,7.1,369.9,29.6,2501
6.0,5.9,371.1,30.0,2601
7.1,7.4,369.6,28.9,2701
5.5,7.9,369.1,30.5,2801
7.1,7.9,369.1,28.9,2901
6.3,6.1,370.9,29.7,3001
7.7,6.5,370.5,28.3,3101
6.3,6.2,370.8,29.7,3201
8.5,7.0,370.3,27.2,3301
7.0,8.3,368.7,29.0,3401
6.6,7.1,369.9,29.4,3501
8.6,5.0,373.0,26.4,3601
7.2,5.9,371.1,28.8,3701
