FN,FP,TN,TP,sr
31.0,24.2,352.8,5.0,101
15.4,8.9,368.1,20.6,201
8.5,5.6,371.4,27.5,301
6.5,10.5,366.5,29.5,401
7.1,9.2,367.8,28.9,501
7.9,5.7,371.3,28.1,601
9.3,7.1,369.9,26.7,701
8.6,7.5,369.5,27.4,801
7.2,5.8,371.2,28.8,901
6.9,4.1,372.9,29.1,1001
8.6,6.9,370.1,27.4,1101
8.4,7.5,369.5,27.6,1201
6.8,6.6,370.4,29.2,1301
6.0,6.1,370.9,30.0,1401
6.0,5.4,371.6,30.0,1501
7.1,4.1,372.9,28.9,1601
6.4,4.5,372.5,29.6,1701
6.6,4.0,373.0,29.4,1801
6.0,5.2,371.8,30.0,1901
7.4,5.3,371.7,28.6,2001
5.4,6.1,370.9,30.6,2101
7.3,4.3,372.7,28.7,2201
7.8,5.1,371.9,28.2,2301
5.7,5.1,371.9,30.3,2401
5.7,4.6,372.4,30.3,2501
5.2,5.2,371.8,30.8,2601
5.8,4.7,372.3,30.2,2701
5.1,5.1,371.9,30.9,2801
5.3,3.7,373.3,30.7,2901
5.4,5.5,371.5,30.6,3001
4.5,3.7,373.3,31.5,3101
6.0,3.6,373.4,30.0,3201
5.3,3.6,374.1,30.0,3301
4.6,3.7,373.3,31.4,3401
5.1,4.1,372.9,30.9,3501
6.2,3.6,374.4,28.8,3601
4.8,3.0,374.0,31.2,3701
