FN,FP,MSE,TN,TP,sr
33.3,6.3,0.008488741194362244,370.7,2.7,101
14.6,7.5,0.002027472760290557,369.5,21.4,201
7.4,6.7,0.0020654670298548734,370.3,28.6,301
9.6,5.7,0.00130532662292998,371.3,26.4,401
7.2,7.6,0.0018456119253788556,369.4,28.8,501
6.0,10.1,0.002122715507099792,366.9,30.0,601
8.6,7.0,0.002439437185925343,370.0,27.4,701
7.1,5.6,0.0015721924113042153,371.4,28.9,801
7.7,5.5,0.0016763279636919295,371.5,28.3,901
7.0,6.9,0.0017835657255819838,370.1,29.0,1001
7.2,5.5,0.001636165402289926,371.5,28.8,1101
8.3,5.1,0.001205732855396451,371.9,27.7,1201
8.7,4.2,0.0019409192457492809,372.8,27.3,1301
6.6,4.3,0.0013371700777256772,372.7,29.4,1401
7.3,5.1,0.0012747165128244033,371.9,28.7,1501
6.7,4.9,0.001399110612102378,372.1,29.3,1601
7.2,5.7,0.0021930598866765514,371.3,28.8,1701
8.4,5.2,0.0021997948742174703,371.8,27.6,1801
7.9,4.7,0.002185075777963192,372.3,28.1,1901
6.0,3.9,0.0014815503713723583,373.1,30.0,2001
6.5,4.0,0.0007691031871544573,373.0,29.5,2101
8.4,3.5,0.0011991535515941466,373.5,27.6,2201
6.5,6.1,0.0015889740605606179,370.9,29.5,2301
6.8,3.8,0.0011207768149425297,373.2,29.2,2401
5.7,5.1,0.0017958420243991957,371.9,30.3,2501
6.3,6.3,0.002008663734599149,370.7,29.7,2601
6.3,4.7,0.0010941488951587267,372.3,29.7,2701
6.0,5.2,0.0018611392822509057,371.8,30.0,2801
5.6,3.2,0.0017917146036071983,373.8,30.4,2901
5.6,4.5,0.0011513628170534927,372.5,30.4,3001
4.8,5.4,0.0011170625874352895,371.6,31.2,3101
5.5,4.2,0.000847390767557728,372.8,30.5,3201
6.7,5.1,0.0011576656233249854,372.1,29.1,3301
5.2,3.5,0.0010390109738427176,373.5,30.8,3401
6.1,4.2,0.0012099024832824474,372.8,29.9,3501
5.8,5.3,0.0016910036091485948,372.7,29.2,3601
5.3,4.1,0.001391218687250471,372.9,30.7,3701
