FN,FP,TN,TP,sr
35.4,8.8,368.2,0.6,101
25.7,8.0,369.0,10.3,201
11.1,8.4,368.6,24.9,301
10.2,5.9,371.1,25.8,401
6.9,8.3,368.7,29.1,501
8.9,6.3,370.7,27.1,601
7.9,7.0,370.0,28.1,701
8.1,6.7,370.3,27.9,801
6.8,5.6,371.4,29.2,901
8.0,6.1,370.9,28.0,1001
6.5,7.1,369.9,29.5,1101
9.1,5.5,371.5,26.9,1201
8.0,5.7,371.3,28.0,1301
5.5,7.0,370.0,30.5,1401
6.7,7.7,369.3,29.3,1501
5.9,5.4,371.6,30.1,1601
3.5,6.8,370.2,32.5,1701
6.9,4.6,372.4,29.1,1801
5.9,6.4,370.6,30.1,1901
6.5,3.3,373.7,29.5,2001
6.2,6.0,371.0,29.8,2101
5.4,5.6,371.4,30.6,2201
6.0,4.4,372.6,30.0,2301
5.5,4.0,373.0,30.5,2401
6.6,4.4,372.6,29.4,2501
4.9,4.0,373.0,31.1,2601
5.3,4.2,372.8,30.7,2701
5.6,5.1,371.9,30.4,2801
5.4,3.3,373.7,30.6,2901
5.4,4.4,372.6,30.6,3001
6.2,5.1,371.9,29.8,3101
4.8,4.3,372.7,31.2,3201
4.7,5.4,372.2,30.7,3301
5.0,4.8,372.2,31.0,3401
4.3,3.4,373.6,31.7,3501
5.1,3.9,374.1,29.9,3601
4.2,4.6,372.4,31.8,3701
