FN,FP,MSE,TN,TP,sr
31.7,8.9,0.005489778578378636,368.1,4.3,101
15.6,11.9,0.0030722735465139902,365.1,20.4,201
8.3,7.7,0.0037554252888380713,369.3,27.7,301
8.4,7.9,0.0023128521464295263,369.1,27.6,401
8.3,8.0,0.002247823147853973,369.0,27.7,501
7.5,7.3,0.002302427444578656,369.7,28.5,601
8.1,7.0,0.0016993533801648083,370.0,27.9,701
7.6,7.1,0.002993676495545113,369.9,28.4,801
7.1,7.1,0.001075884101495021,369.9,28.9,901
6.3,6.7,0.0022884806338728998,370.3,29.7,1001
8.2,4.2,0.001531016975843426,372.8,27.8,1101
7.7,4.4,0.001547214940965764,372.6,28.3,1201
6.9,5.9,0.0020970157825524363,371.1,29.1,1301
6.9,4.5,0.0010465584452207953,372.5,29.1,1401
6.6,3.8,0.001461771275847147,373.2,29.4,1501
7.6,4.5,0.0006895407933994399,372.5,28.4,1601
6.8,5.2,0.0013860344656700069,371.8,29.2,1701
7.2,5.0,0.0007880753896484068,372.0,28.8,1801
6.8,4.2,0.002080471397630889,372.8,29.2,1901
7.3,4.7,0.0016827931753652335,372.3,28.7,2001
7.0,5.2,0.0009917107478403086,371.8,29.0,2101
6.6,4.5,0.0009784150255879502,372.5,29.4,2201
7.3,4.5,0.0007915341490274548,372.5,28.7,2301
5.1,5.3,0.0012707354243224787,371.7,30.9,2401
6.1,4.5,0.0019216094245341829,372.5,29.9,2501
6.0,3.9,0.00046319497957793406,373.1,30.0,2601
5.9,4.4,0.0016043870567499171,372.6,30.1,2701
5.9,3.9,0.0015389418944296944,373.1,30.1,2801
6.5,3.7,0.0013842077238800433,373.3,29.5,2901
4.6,5.3,0.0013814983523752534,371.7,31.4,3001
6.3,5.5,0.0009352640037780122,371.5,29.7,3101
5.4,5.1,0.0010710005287558268,371.9,30.6,3201
5.5,4.4,0.0016269162131793817,373.1,30.0,3301
5.2,4.7,0.0009162067027528045,372.3,30.8,3401
5.5,5.3,0.001391422235577222,371.7,30.5,3501
5.5,6.3,0.0024592034476934354,371.7,29.5,3601
4.7,6.2,0.0016149662203719076,370.8,31.3,3701
