FN,FP,TN,TP,sr
24.4,26.9,350.1,11.6,101
11.0,10.3,366.7,25.0,201
9.7,6.7,370.3,26.3,301
9.2,10.4,366.6,26.8,401
8.5,6.8,370.2,27.5,501
6.9,7.8,369.2,29.1,601
8.2,5.2,371.8,27.8,701
8.9,5.9,371.1,27.1,801
6.8,6.6,370.4,29.2,901
7.4,5.4,371.6,28.6,1001
8.0,4.7,372.3,28.0,1101
6.9,5.0,372.0,29.1,1201
6.4,5.4,371.6,29.6,1301
7.1,5.6,371.4,28.9,1401
6.6,4.8,372.2,29.4,1501
7.9,5.5,371.5,28.1,1601
8.1,4.8,372.2,27.9,1701
7.5,5.7,371.3,28.5,1801
7.3,4.3,372.7,28.7,1901
6.8,5.0,372.0,29.2,2001
7.7,3.3,373.7,28.3,2101
5.8,5.1,371.9,30.2,2201
6.0,5.5,371.5,30.0,2301
5.5,5.0,372.0,30.5,2401
6.0,5.4,371.6,30.0,2501
7.2,3.7,373.3,28.8,2601
4.5,4.8,372.2,31.5,2701
4.3,4.3,372.7,31.7,2801
5.1,4.9,372.1,30.9,2901
5.6,4.8,372.2,30.4,3001
6.1,5.3,371.7,29.9,3101
5.7,4.9,372.1,30.3,3201
5.5,4.1,373.5,29.9,3301
4.0,4.3,372.7,32.0,3401
3.9,5.2,371.8,32.1,3501
4.9,4.5,373.5,30.1,3601
4.5,4.2,372.8,31.5,3701
