FN,FP,TN,TP,sr
31.7,18.1,358.9,4.3,101
14.2,7.3,369.7,21.8,201
10.3,7.2,369.8,25.7,301
9.3,7.5,369.5,26.7,401
7.0,6.5,370.5,29.0,501
8.0,6.5,370.5,28.0,601
7.6,6.1,370.9,28.4,701
7.0,8.7,368.3,29.0,801
7.1,8.5,368.5,28.9,901
5.9,5.5,371.5,30.1,1001
7.9,5.8,371.2,28.1,1101
7.6,4.0,373.0,28.4,1201
7.5,5.4,371.6,28.5,1301
8.3,6.9,370.1,27.7,1401
6.3,6.8,370.2,29.7,1501
6.9,5.6,371.4,29.1,1601
6.6,5.6,371.4,29.4,1701
5.6,4.3,372.7,30.4,1801
8.0,4.6,372.4,28.0,1901
5.2,6.5,370.5,30.8,2001
5.5,6.5,370.5,30.5,2101
6.4,4.8,372.2,29.6,2201
4.9,3.9,373.1,31.1,2301
6.0,4.5,372.5,30.0,2401
6.9,3.6,373.4,29.1,2501
5.6,2.6,374.4,30.4,2601
5.6,4.3,372.7,30.4,2701
5.4,3.4,373.6,30.6,2801
5.8,3.4,373.6,30.2,2901
6.2,4.3,372.7,29.8,3001
4.6,5.1,371.9,31.4,3101
5.1,4.0,373.0,30.9,3201
4.4,4.9,372.4,31.3,3301
6.4,4.8,372.2,29.6,3401
4.9,3.8,373.2,31.1,3501
5.2,3.3,374.7,29.8,3601
4.4,3.5,373.5,31.6,3701
