FN,FP,TN,TP,sr
16.1,15.7,361.3,19.9,101
9.6,7.8,369.2,26.4,201
11.2,7.8,369.2,24.8,301
10.8,8.5,368.5,25.2,401
9.3,7.0,370.0,26.7,501
9.8,7.1,369.9,26.2,601
6.9,8.9,368.1,29.1,701
9.0,6.6,370.4,27.0,801
8.4,5.4,371.6,27.6,901
8.5,6.5,370.5,27.5,1001
6.7,5.3,371.7,29.3,1101
8.8,7.8,369.2,27.2,1201
7.7,5.6,371.4,28.3,1301
6.6,5.3,371.7,29.4,1401
8.4,5.6,371.4,27.6,1501
8.2,5.9,371.1,27.8,1601
5.5,6.3,370.7,30.5,1701
6.3,4.8,372.2,29.7,1801
7.3,5.8,371.2,28.7,1901
7.3,4.9,372.1,28.7,2001
4.9,5.0,372.0,31.1,2101
5.9,4.6,372.4,30.1,2201
5.6,5.0,372.0,30.4,2301
5.0,4.6,372.4,31.0,2401
5.4,6.0,371.0,30.6,2501
6.4,4.1,372.9,29.6,2601
6.6,4.5,372.5,29.4,2701
5.5,4.5,372.5,30.5,2801
6.9,4.7,372.3,29.1,2901
6.1,4.6,372.4,29.9,3001
4.1,4.3,372.7,31.9,3101
5.0,4.6,372.4,31.0,3201
5.7,3.4,374.3,29.6,3301
5.5,5.4,371.6,30.5,3401
5.6,4.5,372.5,30.4,3501
3.7,3.6,374.4,31.3,3601
4.3,3.5,373.5,31.7,3701
