FN,FP,TN,TP,sr
16.2,9.5,367.5,19.8,101
10.9,5.7,371.3,25.1,201
11.1,7.3,369.7,24.9,301
9.0,8.1,368.9,27.0,401
10.9,7.1,369.9,25.1,501
9.6,8.2,368.8,26.4,601
9.6,8.2,368.8,26.4,701
9.3,6.5,370.5,26.7,801
8.0,6.6,370.4,28.0,901
10.7,8.3,368.7,25.3,1001
10.4,5.5,371.5,25.6,1101
7.5,5.7,371.3,28.5,1201
8.5,7.0,370.0,27.5,1301
7.5,6.6,370.4,28.5,1401
6.9,5.0,372.0,29.1,1501
6.3,5.6,371.4,29.7,1601
6.6,4.3,372.7,29.4,1701
7.9,4.6,372.4,28.1,1801
6.4,4.4,372.6,29.6,1901
6.8,5.3,371.7,29.2,2001
5.5,4.6,372.4,30.5,2101
7.2,5.5,371.5,28.8,2201
6.2,4.7,372.3,29.8,2301
6.2,6.0,371.0,29.8,2401
5.4,5.3,371.7,30.6,2501
6.1,6.0,371.0,29.9,2601
5.0,3.3,373.7,31.0,2701
5.0,5.6,371.4,31.0,2801
4.0,4.6,372.4,32.0,2901
6.2,4.1,372.9,29.8,3001
4.4,2.4,374.6,31.6,3101
6.3,4.7,372.3,29.7,3201
5.0,4.9,372.8,30.3,3301
3.6,3.6,373.4,32.4,3401
5.3,3.2,373.8,30.7,3501
6.0,3.1,374.9,29.0,3601
3.7,4.0,373.0,32.3,3701
