FN,FP,MSE,TN,TP,sr
12.1,17.3,0.00418228557558367,359.7,23.9,101
7.7,9.6,0.002790407569182896,367.4,28.3,201
9.3,8.6,0.0032710962054422455,368.4,26.7,301
8.6,7.1,0.0023937534380181875,369.9,27.4,401
7.0,7.5,0.0024167617578717522,369.5,29.0,501
9.9,5.3,0.0028684740708372586,371.7,26.1,601
8.4,6.6,0.0016620130591563508,370.4,27.6,701
7.6,7.5,0.00149356609337466,369.5,28.4,801
7.9,6.4,0.0037843776532381886,370.6,28.1,901
8.1,6.5,0.002715485702978583,370.5,27.9,1001
9.0,5.8,0.0021066376241019855,371.2,27.0,1101
6.3,4.3,0.0011086508364689007,372.7,29.7,1201
7.1,4.9,0.001894905609969676,372.1,28.9,1301
7.9,6.2,0.0016856851438510827,370.8,28.1,1401
8.3,4.3,0.001342151945381728,372.7,27.7,1501
9.0,4.8,0.0024933601897144174,372.2,27.0,1601
7.4,4.9,0.0015817756392888648,372.1,28.6,1701
6.7,6.6,0.0021500858038584407,370.4,29.3,1801
5.6,4.7,0.0012065411051607896,372.3,30.4,1901
6.7,4.7,0.001498723317609505,372.3,29.3,2001
7.3,6.1,0.001432936800030129,370.9,28.7,2101
5.5,4.5,0.0016656418591486724,372.5,30.5,2201
7.7,6.2,0.002062050651563758,370.8,28.3,2301
7.4,4.5,0.0015451143917669273,372.5,28.6,2401
7.9,4.2,0.0021543281936120483,372.8,28.1,2501
7.7,4.9,0.0016281752240499344,372.1,28.3,2601
6.5,5.5,0.0017750449610730947,371.5,29.5,2701
6.4,5.8,0.0021267119672935477,371.2,29.6,2801
7.3,4.5,0.001367405069406707,372.5,28.7,2901
6.4,4.5,0.002139440781565306,372.5,29.6,3001
7.5,3.4,0.0021842078457955457,373.6,28.5,3101
6.5,5.3,0.0018183667593746264,371.7,29.5,3201
5.4,5.5,0.0011916155081037106,372.0,30.1,3301
5.4,4.7,0.0015169574920718618,372.3,30.6,3401
6.3,4.3,0.0013748066365727187,372.7,29.7,3501
7.3,3.4,0.0016395062500250963,374.6,27.7,3601
6.3,4.7,0.0017508457278058883,372.3,29.7,3701
