FN,FP,TN,TP,sr
21.7,18.7,358.3,14.3,101
9.0,6.2,370.8,27.0,201
10.9,7.0,370.0,25.1,301
9.5,8.2,368.8,26.5,401
10.2,7.4,369.6,25.8,501
7.8,7.1,369.9,28.2,601
9.3,6.3,370.7,26.7,701
7.5,7.7,369.3,28.5,801
9.4,7.2,369.8,26.6,901
8.4,6.5,370.5,27.6,1001
7.2,7.1,369.9,28.8,1101
7.5,6.3,370.7,28.5,1201
7.2,7.2,369.8,28.8,1301
6.3,4.8,372.2,29.7,1401
7.9,9.3,367.7,28.1,1501
4.9,6.4,370.6,31.1,1601
5.5,5.5,371.5,30.5,1701
4.6,7.5,369.5,31.4,1801
6.9,4.4,372.6,29.1,1901
6.6,5.4,371.6,29.4,2001
7.2,5.6,371.4,28.8,2101
6.5,9.0,368.0,29.5,2201
7.1,6.1,370.9,28.9,2301
6.2,8.1,368.9,29.8,2401
6.5,6.6,370.4,29.5,2501
6.3,7.1,369.9,29.7,2601
7.5,7.1,369.9,28.5,2701
5.5,6.8,370.2,30.5,2801
7.3,6.6,370.4,28.7,2901
6.3,6.1,370.9,29.7,3001
4.8,9.3,367.7,31.2,3101
6.9,7.0,370.0,29.1,3201
6.9,7.6,369.6,28.9,3301
7.9,5.7,371.3,28.1,3401
8.0,5.4,371.6,28.0,3501
8.5,6.6,371.4,26.5,3601
7.1,6.9,370.1,28.9,3701
