FN,FP,TN,TP,sr
28.3,10.1,366.9,7.7,101
14.8,6.0,371.0,21.2,201
8.1,7.1,369.9,27.9,301
8.7,5.9,371.1,27.3,401
10.2,7.3,369.7,25.8,501
7.6,7.3,369.7,28.4,601
9.8,8.6,368.4,26.2,701
7.9,7.0,370.0,28.1,801
9.6,8.5,368.5,26.4,901
6.1,5.8,371.2,29.9,1001
6.5,6.6,370.4,29.5,1101
6.7,4.2,372.8,29.3,1201
6.8,6.9,370.1,29.2,1301
6.3,6.6,370.4,29.7,1401
7.3,5.4,371.6,28.7,1501
8.3,5.6,371.4,27.7,1601
6.1,7.5,369.5,29.9,1701
6.5,6.4,370.6,29.5,1801
7.6,5.7,371.3,28.4,1901
6.5,7.0,370.0,29.5,2001
7.7,6.7,370.3,28.3,2101
7.1,6.5,370.5,28.9,2201
6.7,6.9,370.1,29.3,2301
7.0,6.4,370.6,29.0,2401
6.3,6.9,370.1,29.7,2501
6.9,7.4,369.6,29.1,2601
6.1,6.8,370.2,29.9,2701
9.1,3.8,373.2,26.9,2801
7.3,6.3,370.7,28.7,2901
6.7,6.4,370.6,29.3,3001
6.0,8.0,369.0,30.0,3101
6.9,8.6,368.4,29.1,3201
6.6,8.6,368.7,29.1,3301
7.4,6.6,370.4,28.6,3401
8.8,5.7,371.3,27.2,3501
8.2,5.8,372.2,26.8,3601
6.1,8.4,368.6,29.9,3701
