FN,FP,TN,TP,sr
24.9,19.9,357.1,11.1,101
13.1,7.0,370.0,22.9,201
9.4,7.1,369.9,26.6,301
9.0,7.6,369.4,27.0,401
8.7,7.7,369.3,27.3,501
7.7,7.2,369.8,28.3,601
8.2,9.0,368.0,27.8,701
9.0,6.6,370.4,27.0,801
6.6,8.4,368.6,29.4,901
8.3,4.8,372.2,27.7,1001
6.5,5.7,371.3,29.5,1101
7.5,6.7,370.3,28.5,1201
7.4,5.4,371.6,28.6,1301
6.9,7.3,369.7,29.1,1401
8.5,4.7,372.3,27.5,1501
8.2,5.1,371.9,27.8,1601
4.7,5.4,371.6,31.3,1701
7.3,6.1,370.9,28.7,1801
6.6,5.7,371.3,29.4,1901
6.8,3.7,373.3,29.2,2001
6.0,5.0,372.0,30.0,2101
6.5,5.0,372.0,29.5,2201
6.9,5.3,371.7,29.1,2301
5.3,4.9,372.1,30.7,2401
4.6,5.6,371.4,31.4,2501
6.1,4.7,372.3,29.9,2601
6.4,4.7,372.3,29.6,2701
5.8,4.3,372.7,30.2,2801
5.8,4.5,372.5,30.2,2901
4.8,4.5,372.5,31.2,3001
4.1,3.7,373.3,31.9,3101
5.8,4.0,373.0,30.2,3201
5.4,4.5,372.9,30.2,3301
4.7,4.4,372.6,31.3,3401
4.9,3.7,373.3,31.1,3501
3.8,3.4,374.6,31.2,3601
3.5,4.7,372.3,32.5,3701
