FN,FP,MSE,TN,TP,sr
25.9,11.4,0.006071535565815941,365.6,10.1,101
11.9,9.8,0.003174596505163133,367.2,24.1,201
7.9,9.5,0.0020266686629528486,367.5,28.1,301
7.7,12.0,0.0015349072228658868,365.0,28.3,401
7.8,7.3,0.0017540879463847268,369.7,28.2,501
7.2,7.3,0.0018607469029696846,369.7,28.8,601
9.8,4.5,0.0010753385047392447,372.5,26.2,701
6.7,7.9,0.0020691367006320785,369.1,29.3,801
8.7,7.0,0.003852332331418811,370.0,27.3,901
7.6,6.1,0.0022223020481986593,370.9,28.4,1001
7.0,5.1,0.0016997538471209377,371.9,29.0,1101
10.6,4.2,0.0016559656665342433,372.8,25.4,1201
9.3,6.7,0.002032654052651956,370.3,26.7,1301
7.6,3.6,0.0013320654606925643,373.4,28.4,1401
7.5,4.9,0.0015158171718355421,372.1,28.5,1501
6.8,4.4,0.001619509988551689,372.6,29.2,1601
6.6,4.6,0.0013487361666476706,372.4,29.4,1701
7.2,5.1,0.0015761174153090523,371.9,28.8,1801
4.5,6.7,0.0014996449585090994,370.3,31.5,1901
4.7,6.7,0.002150065071379697,370.3,31.3,2001
5.1,5.4,0.0012362695623942726,371.6,30.9,2101
7.3,5.8,0.0016081211528935963,371.2,28.7,2201
5.0,4.3,0.0022662664788355782,372.7,31.0,2301
5.7,6.9,0.0015796286067314056,370.1,30.3,2401
4.6,6.4,0.0018562204755745303,370.6,31.4,2501
4.8,5.8,0.0013536301579166327,371.2,31.2,2601
4.8,4.4,0.0013844452119550928,372.6,31.2,2701
5.6,6.4,0.0009468064104371532,370.6,30.4,2801
5.3,6.1,0.000981627516585485,370.9,30.7,2901
4.5,5.2,0.000776777585594839,371.8,31.5,3001
5.4,5.8,0.0005980753940121193,371.2,30.6,3101
5.8,5.2,0.0012650559144652379,371.8,30.2,3201
4.2,4.1,0.0011640196088809741,373.5,31.2,3301
5.3,3.9,0.0010248333230748843,373.1,30.7,3401
6.1,4.2,0.0008518586572395494,372.8,29.9,3501
4.7,4.5,0.0010837259185997703,373.5,30.3,3601
5.8,5.3,0.001005643428631089,371.7,30.2,3701
