FN,FP,TN,TP,sr
14.0,7.1,369.9,22.0,101
10.3,7.4,369.6,25.7,201
11.1,6.6,370.4,24.9,301
10.6,7.8,369.2,25.4,401
8.8,6.9,370.1,27.2,501
9.8,5.7,371.3,26.2,601
9.4,6.7,370.3,26.6,701
9.3,6.0,371.0,26.7,801
7.3,7.6,369.4,28.7,901
8.7,6.6,370.4,27.3,1001
7.2,5.8,371.2,28.8,1101
7.1,5.6,371.4,28.9,1201
7.4,5.0,372.0,28.6,1301
7.1,4.5,372.5,28.9,1401
7.1,4.5,372.5,28.9,1501
7.7,5.0,372.0,28.3,1601
7.7,5.2,371.8,28.3,1701
6.4,5.3,371.7,29.6,1801
4.7,5.3,371.7,31.3,1901
6.6,3.8,373.2,29.4,2001
6.0,5.0,372.0,30.0,2101
5.6,3.8,373.2,30.4,2201
5.9,4.4,372.6,30.1,2301
7.0,3.7,373.3,29.0,2401
5.5,3.1,373.9,30.5,2501
7.9,5.6,371.4,28.1,2601
3.7,5.3,371.7,32.3,2701
7.3,3.8,373.2,28.7,2801
5.3,4.6,372.4,30.7,2901
5.6,3.9,373.1,30.4,3001
3.4,4.2,372.8,32.6,3101
4.0,3.6,373.4,32.0,3201
4.5,4.0,373.5,31.0,3301
5.8,4.8,372.2,30.2,3401
5.2,4.7,372.3,30.8,3501
4.9,4.4,373.6,30.1,3601
5.2,2.6,374.4,30.8,3701
