FN,FP,TN,TP,sr
35.4,12.9,364.1,0.6,101
19.1,11.5,365.5,16.9,201
12.9,8.0,369.0,23.1,301
7.6,8.2,368.8,28.4,401
7.3,7.0,370.0,28.7,501
8.2,9.0,368.0,27.8,601
5.7,6.3,370.7,30.3,701
4.9,7.3,369.7,31.1,801
7.2,5.8,371.2,28.8,901
8.2,7.4,369.6,27.8,1001
6.8,7.5,369.5,29.2,1101
7.4,5.0,372.0,28.6,1201
8.1,7.2,369.8,27.9,1301
8.4,5.7,371.3,27.6,1401
6.4,5.8,371.2,29.6,1501
7.8,6.3,370.7,28.2,1601
6.6,7.0,370.0,29.4,1701
6.3,4.9,372.1,29.7,1801
6.1,4.1,372.9,29.9,1901
6.5,4.8,372.2,29.5,2001
5.7,5.1,371.9,30.3,2101
7.2,6.3,370.7,28.8,2201
6.9,4.3,372.7,29.1,2301
5.6,5.5,371.5,30.4,2401
7.0,5.4,371.6,29.0,2501
6.8,5.1,371.9,29.2,2601
5.4,4.4,372.6,30.6,2701
6.4,4.4,372.6,29.6,2801
4.7,4.9,372.1,31.3,2901
4.3,4.5,372.5,31.7,3001
5.3,5.3,371.7,30.7,3101
5.0,3.4,373.6,31.0,3201
5.2,3.5,374.2,30.1,3301
4.4,5.0,372.0,31.6,3401
5.0,4.2,372.8,31.0,3501
3.8,4.4,373.6,31.2,3601
5.8,3.9,373.1,30.2,3701
