FN,FP,TN,TP,sr
24.8,20.5,356.5,11.2,101
8.8,11.3,365.7,27.2,201
11.8,6.1,370.9,24.2,301
12.3,6.7,370.3,23.7,401
9.1,6.1,370.9,26.9,501
8.4,6.4,370.6,27.6,601
9.5,4.8,372.2,26.5,701
6.4,7.7,369.3,29.6,801
7.9,7.7,369.3,28.1,901
8.9,7.3,369.7,27.1,1001
7.0,6.7,370.3,29.0,1101
5.5,6.0,371.0,30.5,1201
7.8,4.5,372.5,28.2,1301
6.9,5.7,371.3,29.1,1401
7.8,4.5,372.5,28.2,1501
8.0,4.7,372.3,28.0,1601
6.7,5.4,371.6,29.3,1701
6.3,4.8,372.2,29.7,1801
6.1,5.4,371.6,29.9,1901
5.8,4.4,372.6,30.2,2001
5.7,4.1,372.9,30.3,2101
6.6,5.1,371.9,29.4,2201
6.1,4.9,372.1,29.9,2301
5.9,3.8,373.2,30.1,2401
6.3,4.7,372.3,29.7,2501
4.8,4.5,372.5,31.2,2601
5.7,3.9,373.1,30.3,2701
5.1,4.1,372.9,30.9,2801
6.3,3.1,373.9,29.7,2901
5.0,4.1,372.9,31.0,3001
6.2,3.9,373.1,29.8,3101
4.8,3.7,373.3,31.2,3201
5.2,3.6,373.9,30.3,3301
5.5,5.7,371.3,30.5,3401
5.2,4.8,372.2,30.8,3501
6.2,4.5,373.5,28.8,3601
5.6,3.4,373.6,30.4,3701
