FN,FP,TN,TP,sr
33.5,10.3,366.7,2.5,101
21.5,5.3,371.7,14.5,201
12.9,9.8,367.2,23.1,301
7.1,5.9,371.1,28.9,401
9.9,7.3,369.7,26.1,501
7.8,7.5,369.5,28.2,601
6.4,5.9,371.1,29.6,701
8.4,8.9,368.1,27.6,801
7.3,5.5,371.5,28.7,901
6.9,5.9,371.1,29.1,1001
8.2,6.0,371.0,27.8,1101
7.9,7.3,369.7,28.1,1201
8.1,5.1,371.9,27.9,1301
7.6,5.6,371.4,28.4,1401
6.1,4.1,372.9,29.9,1501
5.4,5.2,371.8,30.6,1601
6.8,4.8,372.2,29.2,1701
5.9,4.9,372.1,30.1,1801
8.1,3.7,373.3,27.9,1901
6.6,4.7,372.3,29.4,2001
6.3,4.4,372.6,29.7,2101
5.9,5.4,371.6,30.1,2201
6.1,4.5,372.5,29.9,2301
5.4,3.8,373.2,30.6,2401
5.3,5.1,371.9,30.7,2501
5.7,3.8,373.2,30.3,2601
6.4,5.2,371.8,29.6,2701
4.8,5.3,371.7,31.2,2801
5.9,4.1,372.9,30.1,2901
5.3,3.8,373.2,30.7,3001
5.3,3.8,373.2,30.7,3101
4.4,3.7,373.3,31.6,3201
5.9,3.9,373.7,29.5,3301
5.2,4.2,372.8,30.8,3401
5.7,4.0,373.0,30.3,3501
5.2,3.3,374.7,29.8,3601
4.2,3.2,373.8,31.8,3701
