FN,FP,TN,TP,sr
11.2,8.1,368.9,24.8,101
10.5,8.9,368.1,25.5,201
11.6,8.6,368.4,24.4,301
11.0,7.1,369.9,25.0,401
9.1,7.3,369.7,26.9,501
10.7,6.1,370.9,25.3,601
9.5,6.9,370.1,26.5,701
9.7,6.3,370.7,26.3,801
8.2,7.5,369.5,27.8,901
8.5,4.4,372.6,27.5,1001
9.8,8.0,369.0,26.2,1101
7.8,6.2,370.8,28.2,1201
7.5,4.4,372.6,28.5,1301
6.5,7.2,369.8,29.5,1401
8.5,5.4,371.6,27.5,1501
6.2,5.8,371.2,29.8,1601
6.7,6.6,370.4,29.3,1701
8.1,5.5,371.5,27.9,1801
7.8,5.1,371.9,28.2,1901
6.6,3.5,373.5,29.4,2001
7.5,4.0,373.0,28.5,2101
7.0,5.1,371.9,29.0,2201
6.0,5.4,371.6,30.0,2301
7.4,3.8,373.2,28.6,2401
5.9,4.0,373.0,30.1,2501
6.6,5.5,371.5,29.4,2601
6.8,4.9,372.1,29.2,2701
5.6,4.5,372.5,30.4,2801
5.7,4.3,372.7,30.3,2901
6.9,5.9,371.1,29.1,3001
5.5,3.9,373.1,30.5,3101
5.9,3.5,373.5,30.1,3201
5.3,2.8,374.9,30.0,3301
4.7,5.3,371.7,31.3,3401
6.2,4.4,372.6,29.8,3501
4.9,3.9,374.1,30.1,3601
5.4,3.6,373.4,30.6,3701
