FN,FP,TN,TP,sr
33.5,8.9,368.1,2.5,101
21.0,8.8,368.2,15.0,201
13.7,5.1,371.9,22.3,301
9.3,7.4,369.6,26.7,401
6.8,8.9,368.1,29.2,501
6.1,7.4,369.6,29.9,601
7.0,6.0,371.0,29.0,701
6.2,7.8,369.2,29.8,801
5.7,7.0,370.0,30.3,901
9.0,5.5,371.5,27.0,1001
8.0,6.6,370.4,28.0,1101
7.2,6.6,370.4,28.8,1201
6.2,8.1,368.9,29.8,1301
8.1,7.0,370.0,27.9,1401
6.0,5.1,371.9,30.0,1501
8.3,5.9,371.1,27.7,1601
5.7,6.1,370.9,30.3,1701
6.6,5.8,371.2,29.4,1801
6.4,4.7,372.3,29.6,1901
5.7,5.1,371.9,30.3,2001
6.1,6.2,370.8,29.9,2101
6.0,4.1,372.9,30.0,2201
6.8,5.3,371.7,29.2,2301
6.2,5.0,372.0,29.8,2401
5.1,4.7,372.3,30.9,2501
5.3,4.4,372.6,30.7,2601
6.0,5.6,371.4,30.0,2701
4.6,5.0,372.0,31.4,2801
5.4,5.1,371.9,30.6,2901
4.8,4.7,372.3,31.2,3001
4.5,5.8,371.2,31.5,3101
5.5,5.0,372.0,30.5,3201
5.8,3.9,373.7,29.6,3301
4.4,3.0,374.0,31.6,3401
4.9,4.6,372.4,31.1,3501
4.5,4.5,373.5,30.5,3601
6.0,3.6,373.4,30.0,3701
