FN,FP,MSE,TN,TP,sr
32.9,6.2,0.008847744885592267,370.8,3.1,101
26.9,5.2,0.003758613567673709,371.8,9.1,201
12.8,9.8,0.0027155449410162062,367.2,23.2,301
8.1,7.6,0.002394068339926019,369.4,27.9,401
6.9,7.9,0.0027832429180780272,369.1,29.1,501
6.2,6.8,0.0018225244507956398,370.2,29.8,601
6.3,8.3,0.0016737882738460008,368.7,29.7,701
6.0,7.5,0.0023095919902809915,369.5,30.0,801
7.0,7.1,0.0016091550037727938,369.9,29.0,901
8.7,9.6,0.002506210247721627,367.4,27.3,1001
5.9,6.7,0.0012220638690938306,370.3,30.1,1101
8.6,5.8,0.0021639101575516534,371.2,27.4,1201
7.1,4.7,0.0018503619294860437,372.3,28.9,1301
9.3,3.3,0.0018711053612303554,373.7,26.7,1401
6.1,5.6,0.0015903070704665473,371.4,29.9,1501
8.2,4.5,0.0022216991973362547,372.5,27.8,1601
8.0,5.3,0.0018192332284981193,371.7,28.0,1701
7.9,4.3,0.001657039858358255,372.7,28.1,1801
9.1,4.4,0.0010673584040148433,372.6,26.9,1901
7.4,5.2,0.0010822981094917622,371.8,28.6,2001
9.6,3.3,0.0017834333532305545,373.7,26.4,2101
8.0,5.3,0.0018593704646947102,371.7,28.0,2201
6.8,5.3,0.0018847453118403575,371.7,29.2,2301
7.3,3.8,0.0009130373994752541,373.2,28.7,2401
6.3,4.6,0.000887063319846592,372.4,29.7,2501
7.3,4.2,0.0004601035262580294,372.8,28.7,2601
5.3,6.5,0.0022680455929146837,370.5,30.7,2701
6.7,3.7,0.0007787422117944587,373.3,29.3,2801
5.1,4.6,0.0013806755580920134,372.4,30.9,2901
6.0,3.5,0.0013877509979343344,373.5,30.0,3001
5.4,5.3,0.0014213804537461063,371.7,30.6,3101
5.5,4.3,0.0014532625692287857,372.7,30.5,3201
5.3,4.3,0.0014388737380111398,373.4,30.0,3301
6.2,5.5,0.0009503057504713062,371.5,29.8,3401
5.0,4.6,0.0014827423131010186,372.4,31.0,3501
4.4,4.5,0.0015457329953049717,373.5,30.6,3601
5.2,4.6,0.0011022216640966045,372.4,30.8,3701
