FN,FP,TN,TP,sr
20.8,9.8,367.2,15.2,101
12.8,5.3,371.7,23.2,201
13.6,8.1,368.9,22.4,301
8.9,8.0,369.0,27.1,401
11.3,5.0,372.0,24.7,501
11.1,6.6,370.4,24.9,601
7.3,8.9,368.1,28.7,701
9.1,7.0,370.0,26.9,801
7.8,6.1,370.9,28.2,901
7.0,5.9,371.1,29.0,1001
8.0,6.3,370.7,28.0,1101
6.6,5.5,371.5,29.4,1201
7.4,6.1,370.9,28.6,1301
7.0,6.3,370.7,29.0,1401
7.3,6.5,370.5,28.7,1501
7.0,5.3,371.7,29.0,1601
6.1,4.5,372.5,29.9,1701
7.3,5.2,371.8,28.7,1801
7.5,4.2,372.8,28.5,1901
6.8,4.9,372.1,29.2,2001
5.9,4.0,373.0,30.1,2101
6.3,5.2,371.8,29.7,2201
6.5,6.2,370.8,29.5,2301
6.8,5.5,371.5,29.2,2401
7.6,4.7,372.3,28.4,2501
6.4,5.8,371.2,29.6,2601
6.7,4.8,372.2,29.3,2701
5.5,4.0,373.0,30.5,2801
6.2,5.3,371.7,29.8,2901
6.2,5.2,371.8,29.8,3001
6.7,4.9,372.1,29.3,3101
6.1,3.4,373.6,29.9,3201
6.8,4.9,372.4,28.9,3301
5.6,3.9,373.1,30.4,3401
6.3,4.7,372.3,29.7,3501
5.6,2.6,375.4,29.4,3601
6.1,3.0,374.0,29.9,3701
