FN,FP,TN,TP,sr
24.8,14.7,362.3,11.2,101
12.6,6.3,370.7,23.4,201
11.3,6.6,370.4,24.7,301
11.4,5.4,371.6,24.6,401
10.2,6.6,370.4,25.8,501
9.1,7.1,369.9,26.9,601
10.9,6.6,370.4,25.1,701
7.3,6.8,370.2,28.7,801
8.1,6.0,371.0,27.9,901
8.0,8.6,368.4,28.0,1001
6.1,6.5,370.5,29.9,1101
6.8,6.0,371.0,29.2,1201
7.1,5.8,371.2,28.9,1301
7.0,6.1,370.9,29.0,1401
8.4,5.3,371.7,27.6,1501
7.6,6.1,370.9,28.4,1601
7.7,5.4,371.6,28.3,1701
5.7,6.8,370.2,30.3,1801
6.6,4.8,372.2,29.4,1901
6.1,5.1,371.9,29.9,2001
5.9,5.5,371.5,30.1,2101
4.7,6.1,370.9,31.3,2201
5.6,4.6,372.4,30.4,2301
6.3,4.8,372.2,29.7,2401
6.6,5.3,371.7,29.4,2501
4.5,5.8,371.2,31.5,2601
7.2,4.4,372.6,28.8,2701
4.8,2.7,374.3,31.2,2801
5.2,4.9,372.1,30.8,2901
6.7,4.5,372.5,29.3,3001
4.2,4.4,372.6,31.8,3101
5.8,4.3,372.7,30.2,3201
5.1,3.5,374.2,30.2,3301
3.8,4.4,372.6,32.2,3401
4.6,5.0,372.0,31.4,3501
5.0,3.8,374.2,30.0,3601
4.3,4.8,372.2,31.7,3701
