FN,FP,TN,TP,sr
12.5,12.8,364.2,23.5,101
8.4,8.8,368.2,27.6,201
10.6,8.9,368.1,25.4,301
9.2,10.1,366.9,26.8,401
7.8,6.6,370.4,28.2,501
8.6,9.6,367.4,27.4,601
7.2,7.9,369.1,28.8,701
8.4,7.4,369.6,27.6,801
9.3,5.7,371.3,26.7,901
7.6,7.0,370.0,28.4,1001
8.7,9.3,367.7,27.3,1101
7.3,7.9,369.1,28.7,1201
6.7,7.8,369.2,29.3,1301
6.6,5.9,371.1,29.4,1401
6.3,5.3,371.7,29.7,1501
7.6,5.7,371.3,28.4,1601
6.6,5.9,371.1,29.4,1701
4.6,6.3,370.7,31.4,1801
6.2,4.3,372.7,29.8,1901
6.4,3.6,373.4,29.6,2001
5.6,5.5,371.5,30.4,2101
4.3,3.4,373.6,31.7,2201
6.6,5.7,371.3,29.4,2301
5.0,4.9,372.1,31.0,2401
5.7,4.5,372.5,30.3,2501
4.3,5.2,371.8,31.7,2601
4.5,5.2,371.8,31.5,2701
4.3,5.4,371.6,31.7,2801
5.7,4.7,372.3,30.3,2901
4.6,4.7,372.3,31.4,3001
5.4,5.9,371.1,30.6,3101
4.6,4.1,372.9,31.4,3201
6.7,3.3,374.3,28.7,3301
4.6,3.6,373.4,31.4,3401
4.8,4.6,372.4,31.2,3501
4.2,5.7,372.3,30.8,3601
5.1,5.0,372.0,30.9,3701
