FN,FP,TN,TP,sr
15.4,9.1,367.9,20.6,101
9.5,7.7,369.3,26.5,201
13.1,6.5,370.5,22.9,301
10.4,6.6,370.4,25.6,401
10.1,8.2,368.8,25.9,501
9.0,7.6,369.4,27.0,601
9.7,6.4,370.6,26.3,701
8.9,7.0,370.0,27.1,801
7.6,5.9,371.1,28.4,901
9.5,5.8,371.2,26.5,1001
8.3,6.1,370.9,27.7,1101
7.6,6.2,370.8,28.4,1201
7.8,5.0,372.0,28.2,1301
5.5,5.3,371.7,30.5,1401
7.7,5.9,371.1,28.3,1501
8.2,4.7,372.3,27.8,1601
6.9,5.0,372.0,29.1,1701
7.7,6.9,370.1,28.3,1801
7.0,4.1,372.9,29.0,1901
6.1,5.1,371.9,29.9,2001
6.4,4.9,372.1,29.6,2101
5.6,5.3,371.7,30.4,2201
6.4,5.5,371.5,29.6,2301
5.7,4.9,372.1,30.3,2401
5.5,4.6,372.4,30.5,2501
4.8,4.9,372.1,31.2,2601
5.3,5.6,371.4,30.7,2701
5.1,4.6,372.4,30.9,2801
4.3,4.4,372.6,31.7,2901
5.6,5.8,371.2,30.4,3001
4.9,3.2,373.8,31.1,3101
4.9,4.9,372.1,31.1,3201
6.7,3.2,374.3,28.8,3301
4.7,4.2,372.8,31.3,3401
4.7,3.5,373.5,31.3,3501
5.0,3.5,374.5,30.0,3601
4.2,3.4,373.6,31.8,3701
