FN,FP,MSE,TN,TP,sr
10.6,10.9,0.00410969868173258,366.1,25.4,101
8.7,6.8,0.0026796940754026635,370.2,27.3,201
9.7,7.1,0.0027770295563133178,369.9,26.3,301
8.8,9.1,0.003921896823200673,367.9,27.2,401
9.8,8.9,0.0038479091160068687,368.1,26.2,501
8.4,9.5,0.003158478426939547,367.5,27.6,601
8.1,8.4,0.0024150706281307107,368.6,27.9,701
7.2,6.7,0.0021865306561603434,370.3,28.8,801
9.0,7.0,0.0025029367090070895,370.0,27.0,901
7.6,6.1,0.002522975534308896,370.9,28.4,1001
8.9,6.5,0.0025967479237012244,370.5,27.1,1101
7.9,6.3,0.0020234496599713337,370.7,28.1,1201
6.9,6.4,0.0027068481964836934,370.6,29.1,1301
8.0,6.7,0.001888511010929262,370.3,28.0,1401
7.3,5.3,0.0023688467246519326,371.7,28.7,1501
6.9,4.9,0.0017731288874187263,372.1,29.1,1601
5.9,6.5,0.001676942573684699,370.5,30.1,1701
6.2,4.5,0.002258225991116759,372.5,29.8,1801
6.8,5.0,0.001970166075598541,372.0,29.2,1901
5.7,5.8,0.0010429476668548916,371.2,30.3,2001
5.3,4.8,0.002052060476875882,372.2,30.7,2101
3.8,4.5,0.0011736304247877063,372.5,32.2,2201
7.3,4.4,0.0014803898787593022,372.6,28.7,2301
6.4,5.7,0.001716772394934012,371.3,29.6,2401
3.7,5.1,0.001314112009417626,371.9,32.3,2501
5.6,5.2,0.0016942225089384521,371.8,30.4,2601
5.3,3.7,0.0011247597740983105,373.3,30.7,2701
3.6,3.8,0.0011897281720963705,373.2,32.4,2801
6.6,3.7,0.001411386565533414,373.3,29.4,2901
5.6,4.9,0.0015738425186105711,372.1,30.4,3001
4.7,4.7,0.0019311433902267118,372.3,31.3,3101
4.7,5.3,0.001922949109744185,371.7,31.3,3201
4.9,4.8,0.0008832254438076174,372.6,30.7,3301
4.2,4.5,0.0009663608181964082,372.5,31.8,3401
4.8,4.7,0.0013021525937262804,372.3,31.2,3501
3.6,4.5,0.0012851306816581583,373.5,31.4,3601
3.9,5.4,0.0012286121862180941,371.6,32.1,3701
