FN,FP,TN,TP,sr
33.4,14.0,363.0,2.6,101
20.9,12.2,364.8,15.1,201
13.6,5.6,371.4,22.4,301
7.1,7.9,369.1,28.9,401
7.1,6.9,370.1,28.9,501
8.0,8.7,368.3,28.0,601
9.5,6.6,370.4,26.5,701
7.8,9.0,368.0,28.2,801
8.4,8.4,368.6,27.6,901
7.2,7.9,369.1,28.8,1001
9.0,5.9,371.1,27.0,1101
5.5,7.8,369.2,30.5,1201
7.3,5.5,371.5,28.7,1301
6.9,5.6,371.4,29.1,1401
8.0,5.9,371.1,28.0,1501
6.9,5.0,372.0,29.1,1601
7.2,4.8,372.2,28.8,1701
7.8,5.4,371.6,28.2,1801
7.8,3.2,373.8,28.2,1901
5.7,4.2,372.8,30.3,2001
6.2,4.5,372.5,29.8,2101
6.8,4.6,372.4,29.2,2201
7.4,3.6,373.4,28.6,2301
6.4,5.7,371.3,29.6,2401
5.6,5.5,371.5,30.4,2501
6.1,4.0,373.0,29.9,2601
6.3,5.2,371.8,29.7,2701
6.3,3.7,373.3,29.7,2801
5.2,5.3,371.7,30.8,2901
5.8,5.3,371.7,30.2,3001
4.4,4.9,372.1,31.6,3101
5.2,4.7,372.3,30.8,3201
4.7,4.0,373.3,31.0,3301
5.3,4.1,372.9,30.7,3401
5.1,3.6,373.4,30.9,3501
5.1,4.8,373.2,29.9,3601
5.7,2.8,374.2,30.3,3701
