FN,FP,TN,TP,sr
16.7,16.6,360.4,19.3,101
9.9,10.7,366.3,26.1,201
9.9,8.7,368.3,26.1,301
7.1,11.4,365.6,28.9,401
8.9,10.3,366.7,27.1,501
8.3,6.4,370.6,27.7,601
5.6,8.3,368.7,30.4,701
6.5,7.5,369.5,29.5,801
9.2,6.7,370.3,26.8,901
6.9,5.5,371.5,29.1,1001
7.0,5.5,371.5,29.0,1101
8.7,5.7,371.3,27.3,1201
4.1,8.2,368.8,31.9,1301
6.8,7.3,369.7,29.2,1401
9.5,5.4,371.6,26.5,1501
6.1,4.5,372.5,29.9,1601
7.1,5.4,371.6,28.9,1701
6.2,7.6,369.4,29.8,1801
5.9,6.2,370.8,30.1,1901
8.3,5.7,371.3,27.7,2001
6.4,6.1,370.9,29.6,2101
7.2,6.6,370.4,28.8,2201
6.9,8.4,368.6,29.1,2301
5.6,6.3,370.7,30.4,2401
5.3,8.4,368.6,30.7,2501
5.9,9.3,367.7,30.1,2601
6.5,8.3,368.7,29.5,2701
6.1,7.1,369.9,29.9,2801
5.0,7.9,369.1,31.0,2901
8.3,5.2,371.8,27.7,3001
6.6,6.3,370.7,29.4,3101
8.3,8.0,369.0,27.7,3201
7.9,6.9,370.3,27.9,3301
8.2,6.7,370.3,27.8,3401
6.0,8.8,368.2,30.0,3501
5.2,6.3,371.7,29.8,3601
8.8,6.8,370.2,27.2,3701
