FN,FP,TN,TP,sr
27.7,10.7,366.3,8.3,101
15.7,6.4,370.6,20.3,201
10.0,7.6,369.4,26.0,301
7.6,9.4,367.6,28.4,401
10.4,7.1,369.9,25.6,501
7.9,9.3,367.7,28.1,601
7.9,8.2,368.8,28.1,701
8.7,8.4,368.6,27.3,801
10.1,7.1,369.9,25.9,901
8.2,6.1,370.9,27.8,1001
7.2,7.7,369.3,28.8,1101
7.2,4.4,372.6,28.8,1201
6.3,5.1,371.9,29.7,1301
7.2,4.5,372.5,28.8,1401
7.6,5.1,371.9,28.4,1501
7.5,4.4,372.6,28.5,1601
6.2,5.1,371.9,29.8,1701
6.5,4.6,372.4,29.5,1801
7.5,4.6,372.4,28.5,1901
6.5,4.4,372.6,29.5,2001
5.9,3.8,373.2,30.1,2101
6.2,5.1,371.9,29.8,2201
6.8,5.7,371.3,29.2,2301
6.9,5.7,371.3,29.1,2401
6.7,3.7,373.3,29.3,2501
6.4,4.4,372.6,29.6,2601
4.5,6.3,370.7,31.5,2701
5.8,3.5,373.5,30.2,2801
6.1,5.0,372.0,29.9,2901
5.7,4.8,372.2,30.3,3001
6.3,3.8,373.2,29.7,3101
5.7,5.2,371.8,30.3,3201
5.6,4.1,373.3,30.0,3301
5.3,5.1,371.9,30.7,3401
6.3,3.5,373.5,29.7,3501
5.9,4.9,373.1,29.1,3601
5.6,4.2,372.8,30.4,3701
