FN,FP,TN,TP,sr
35.0,12.0,365.0,1.0,101
19.8,11.3,365.7,16.2,201
13.1,5.4,371.6,22.9,301
9.4,5.2,371.8,26.6,401
7.9,7.7,369.3,28.1,501
9.1,6.6,370.4,26.9,601
5.0,8.8,368.2,31.0,701
7.6,7.3,369.7,28.4,801
8.1,8.1,368.9,27.9,901
7.0,6.9,370.1,29.0,1001
8.5,8.3,368.7,27.5,1101
8.1,7.5,369.5,27.9,1201
9.2,5.6,371.4,26.8,1301
6.6,5.2,371.8,29.4,1401
5.4,6.5,370.5,30.6,1501
5.7,7.4,369.6,30.3,1601
5.7,5.4,371.6,30.3,1701
8.2,4.6,372.4,27.8,1801
6.6,5.8,371.2,29.4,1901
6.5,4.2,372.8,29.5,2001
6.9,3.8,373.2,29.1,2101
5.5,5.8,371.2,30.5,2201
4.5,5.7,371.3,31.5,2301
6.2,4.2,372.8,29.8,2401
7.0,4.5,372.5,29.0,2501
6.6,3.5,373.5,29.4,2601
7.2,4.2,372.8,28.8,2701
5.4,4.6,372.4,30.6,2801
5.4,5.9,371.1,30.6,2901
6.7,4.7,372.3,29.3,3001
5.2,3.9,373.1,30.8,3101
6.7,4.5,372.5,29.3,3201
5.2,4.4,373.4,30.0,3301
4.2,4.4,372.6,31.8,3401
5.1,3.2,373.8,30.9,3501
4.6,3.3,374.7,30.4,3601
3.6,3.9,373.1,32.4,3701
