FN,FP,TN,TP,sr
16.0,13.8,363.2,20.0,101
9.2,11.7,365.3,26.8,201
10.8,6.7,370.3,25.2,301
11.3,9.3,367.7,24.7,401
11.2,5.7,371.3,24.8,501
10.0,7.1,369.9,26.0,601
8.2,6.4,370.6,27.8,701
9.5,6.8,370.2,26.5,801
8.7,6.0,371.0,27.3,901
6.7,7.2,369.8,29.3,1001
6.9,6.2,370.8,29.1,1101
8.1,4.5,372.5,27.9,1201
5.1,6.0,371.0,30.9,1301
8.0,5.4,371.6,28.0,1401
8.2,5.3,371.7,27.8,1501
7.4,4.9,372.1,28.6,1601
5.0,5.0,372.0,31.0,1701
5.6,6.0,371.0,30.4,1801
5.7,4.7,372.3,30.3,1901
5.9,4.6,372.4,30.1,2001
7.0,4.3,372.7,29.0,2101
4.5,5.4,371.6,31.5,2201
7.1,4.0,373.0,28.9,2301
4.8,6.1,370.9,31.2,2401
5.1,5.0,372.0,30.9,2501
5.0,4.9,372.1,31.0,2601
4.6,3.9,373.1,31.4,2701
4.8,4.4,372.6,31.2,2801
5.3,5.1,371.9,30.7,2901
4.1,5.1,371.9,31.9,3001
4.6,4.7,372.3,31.4,3101
5.0,3.7,373.3,31.0,3201
3.5,5.7,371.8,32.0,3301
5.3,3.1,373.9,30.7,3401
6.2,5.0,372.0,29.8,3501
5.7,3.4,374.6,29.3,3601
4.8,3.7,373.3,31.2,3701
