FN,FP,TN,TP,sr
13.9,8.4,368.6,22.1,101
11.9,8.6,368.4,24.1,201
11.0,8.3,368.7,25.0,301
9.0,8.6,368.4,27.0,401
10.7,6.3,370.7,25.3,501
9.6,6.6,370.4,26.4,601
8.5,6.5,370.5,27.5,701
8.5,7.1,369.9,27.5,801
9.3,6.4,370.6,26.7,901
7.7,5.7,371.3,28.3,1001
8.4,5.2,371.8,27.6,1101
8.5,7.3,369.7,27.5,1201
8.2,5.2,371.8,27.8,1301
7.3,6.1,370.9,28.7,1401
7.7,5.5,371.5,28.3,1501
7.6,4.9,372.1,28.4,1601
7.5,6.4,370.6,28.5,1701
6.1,4.7,372.3,29.9,1801
6.2,4.5,372.5,29.8,1901
6.5,5.4,371.6,29.5,2001
6.6,4.2,372.8,29.4,2101
5.9,5.3,371.7,30.1,2201
6.5,5.1,371.9,29.5,2301
7.1,5.7,371.3,28.9,2401
6.5,4.4,372.6,29.5,2501
7.6,4.2,372.8,28.4,2601
5.0,5.2,371.8,31.0,2701
6.0,5.2,371.8,30.0,2801
5.8,2.9,374.1,30.2,2901
6.8,4.3,372.7,29.2,3001
6.3,4.1,372.9,29.7,3101
6.7,5.1,371.9,29.3,3201
5.7,3.3,374.0,30.0,3301
6.2,5.4,371.6,29.8,3401
4.8,4.5,372.5,31.2,3501
5.7,4.3,373.7,29.3,3601
4.9,3.9,373.1,31.1,3701
