FN,FP,TN,TP,sr
15.0,10.3,366.7,21.0,101
9.9,6.3,370.7,26.1,201
12.2,9.9,367.1,23.8,301
10.6,5.9,371.1,25.4,401
9.0,9.2,367.8,27.0,501
8.8,7.5,369.5,27.2,601
8.3,6.9,370.1,27.7,701
9.6,5.9,371.1,26.4,801
7.1,7.5,369.5,28.9,901
9.3,7.1,369.9,26.7,1001
6.4,6.6,370.4,29.6,1101
7.8,5.7,371.3,28.2,1201
6.9,6.0,371.0,29.1,1301
6.2,5.2,371.8,29.8,1401
8.9,6.0,371.0,27.1,1501
9.4,5.0,372.0,26.6,1601
5.9,5.1,371.9,30.1,1701
7.5,5.8,371.2,28.5,1801
6.4,4.0,373.0,29.6,1901
6.7,4.6,372.4,29.3,2001
7.4,5.0,372.0,28.6,2101
7.5,4.5,372.5,28.5,2201
9.2,3.7,373.3,26.8,2301
7.1,6.1,370.9,28.9,2401
5.5,4.5,372.5,30.5,2501
6.2,5.1,371.9,29.8,2601
5.4,5.7,371.3,30.6,2701
6.2,4.2,372.8,29.8,2801
6.9,4.0,373.0,29.1,2901
5.8,3.6,373.4,30.2,3001
5.9,3.9,373.1,30.1,3101
6.3,4.0,373.0,29.7,3201
5.9,4.1,373.6,29.4,3301
5.7,4.4,372.6,30.3,3401
7.0,5.2,371.8,29.0,3501
5.4,4.4,373.6,29.6,3601
6.3,3.2,373.8,29.7,3701
