FN,FP,TN,TP,sr
33.2,9.0,368.0,2.8,101
25.4,13.5,363.5,10.6,201
10.7,6.1,370.9,25.3,301
7.3,6.5,370.5,28.7,401
7.7,6.3,370.7,28.3,501
7.9,7.0,370.0,28.1,601
6.5,9.8,367.2,29.5,701
8.5,5.8,371.2,27.5,801
7.5,6.7,370.3,28.5,901
6.2,7.6,369.4,29.8,1001
6.8,7.1,369.9,29.2,1101
7.7,5.2,371.8,28.3,1201
9.9,4.3,372.7,26.1,1301
6.7,7.0,370.0,29.3,1401
5.8,7.5,369.5,30.2,1501
7.2,7.3,369.7,28.8,1601
5.6,8.2,368.8,30.4,1701
6.8,5.7,371.3,29.2,1801
6.4,6.1,370.9,29.6,1901
7.2,6.1,370.9,28.8,2001
8.1,6.4,370.6,27.9,2101
6.3,6.0,371.0,29.7,2201
9.1,5.8,371.2,26.9,2301
6.2,6.7,370.3,29.8,2401
6.8,6.2,370.8,29.2,2501
7.3,6.9,370.1,28.7,2601
4.5,7.4,369.6,31.5,2701
7.9,6.4,370.6,28.1,2801
7.1,6.8,370.2,28.9,2901
6.6,7.9,369.1,29.4,3001
8.2,6.2,370.8,27.8,3101
7.3,6.2,370.8,28.7,3201
6.2,6.4,371.0,29.4,3301
7.0,6.6,370.4,29.0,3401
6.8,7.3,369.7,29.2,3501
7.1,5.7,372.3,27.9,3601
6.7,6.5,370.5,29.3,3701
