FN,FP,TN,TP,sr
14.7,16.0,361.0,21.3,101
10.9,6.4,370.6,25.1,201
11.9,8.1,368.9,24.1,301
11.0,7.4,369.6,25.0,401
10.2,7.8,369.2,25.8,501
9.7,7.2,369.8,26.3,601
10.1,7.7,369.3,25.9,701
7.2,7.4,369.6,28.8,801
7.7,6.7,370.3,28.3,901
9.1,5.8,371.2,26.9,1001
8.5,6.0,371.0,27.5,1101
8.2,8.0,369.0,27.8,1201
7.2,5.9,371.1,28.8,1301
7.4,5.7,371.3,28.6,1401
6.7,5.7,371.3,29.3,1501
7.2,5.7,371.3,28.8,1601
7.2,5.4,371.6,28.8,1701
7.7,5.7,371.3,28.3,1801
7.7,4.6,372.4,28.3,1901
7.0,4.5,372.5,29.0,2001
6.6,4.8,372.2,29.4,2101
5.7,5.3,371.7,30.3,2201
5.5,4.3,372.7,30.5,2301
6.3,3.2,373.8,29.7,2401
6.4,3.9,373.1,29.6,2501
7.5,4.3,372.7,28.5,2601
7.0,4.8,372.2,29.0,2701
6.9,4.7,372.3,29.1,2801
7.3,4.2,372.8,28.7,2901
5.9,4.1,372.9,30.1,3001
6.2,3.5,373.5,29.8,3101
5.6,3.2,373.8,30.4,3201
4.6,4.3,373.6,30.5,3301
4.4,4.8,372.2,31.6,3401
5.5,4.4,372.6,30.5,3501
6.0,5.2,372.8,29.0,3601
5.8,4.4,372.6,30.2,3701
