FN,FP,TN,TP,sr
17.2,12.1,364.9,18.8,101
6.7,8.4,368.6,29.3,201
9.1,6.5,370.5,26.9,301
7.8,6.3,370.7,28.2,401
11.0,8.2,368.8,25.0,501
8.5,6.6,370.4,27.5,601
9.5,7.0,370.0,26.5,701
8.5,6.0,371.0,27.5,801
10.7,6.1,370.9,25.3,901
8.4,6.0,371.0,27.6,1001
6.6,6.3,370.7,29.4,1101
7.8,6.6,370.4,28.2,1201
6.7,4.8,372.2,29.3,1301
7.2,6.6,370.4,28.8,1401
6.7,5.7,371.3,29.3,1501
6.0,4.4,372.6,30.0,1601
8.0,6.1,370.9,28.0,1701
6.5,5.6,371.4,29.5,1801
6.7,5.6,371.4,29.3,1901
6.4,5.0,372.0,29.6,2001
7.6,6.1,370.9,28.4,2101
7.6,4.9,372.1,28.4,2201
7.3,5.3,371.7,28.7,2301
5.9,4.8,372.2,30.1,2401
5.5,6.2,370.8,30.5,2501
5.5,4.5,372.5,30.5,2601
5.8,5.4,371.6,30.2,2701
6.5,4.2,372.8,29.5,2801
6.5,4.2,372.8,29.5,2901
6.5,4.7,372.3,29.5,3001
6.1,3.9,373.1,29.9,3101
6.8,3.2,373.8,29.2,3201
4.8,3.8,373.4,31.0,3301
5.4,3.2,373.8,30.6,3401
5.7,3.9,373.1,30.3,3501
4.5,3.5,374.5,30.5,3601
5.1,4.2,372.8,30.9,3701
