FN,FP,TN,TP,sr
12.3,11.2,365.8,23.7,101
11.7,8.5,368.5,24.3,201
9.8,8.4,368.6,26.2,301
10.4,8.1,368.9,25.6,401
9.4,9.7,367.3,26.6,501
8.6,8.9,368.1,27.4,601
8.1,5.2,371.8,27.9,701
8.9,7.5,369.5,27.1,801
9.0,7.6,369.4,27.0,901
5.9,6.1,370.9,30.1,1001
7.5,6.5,370.5,28.5,1101
6.1,7.1,369.9,29.9,1201
8.0,7.6,369.4,28.0,1301
7.4,4.9,372.1,28.6,1401
7.3,5.7,371.3,28.7,1501
7.7,7.0,370.0,28.3,1601
6.6,5.0,372.0,29.4,1701
7.1,7.1,369.9,28.9,1801
5.9,5.4,371.6,30.1,1901
6.2,5.9,371.1,29.8,2001
6.1,6.1,370.9,29.9,2101
7.0,3.5,373.5,29.0,2201
6.4,4.2,372.8,29.6,2301
5.1,5.7,371.3,30.9,2401
4.9,5.1,371.9,31.1,2501
6.1,5.6,371.4,29.9,2601
6.3,5.8,371.2,29.7,2701
6.3,4.9,372.1,29.7,2801
4.7,5.0,372.0,31.3,2901
5.1,3.6,373.4,30.9,3001
5.8,3.4,373.6,30.2,3101
5.5,4.3,372.7,30.5,3201
3.9,3.3,374.2,31.6,3301
3.7,5.4,371.6,32.3,3401
4.3,2.9,374.1,31.7,3501
4.8,4.2,373.8,30.2,3601
4.0,3.9,373.1,32.0,3701
