FN,FP,TN,TP,sr
17.6,18.3,358.7,18.4,101
10.3,5.9,371.1,25.7,201
10.2,8.5,368.5,25.8,301
11.2,7.2,369.8,24.8,401
10.8,6.8,370.2,25.2,501
10.8,7.7,369.3,25.2,601
7.3,7.6,369.4,28.7,701
9.7,6.8,370.2,26.3,801
8.8,5.6,371.4,27.2,901
8.2,7.1,369.9,27.8,1001
9.1,6.4,370.6,26.9,1101
8.9,6.1,370.9,27.1,1201
8.4,4.7,372.3,27.6,1301
7.3,6.2,370.8,28.7,1401
7.8,4.9,372.1,28.2,1501
6.9,5.4,371.6,29.1,1601
7.7,5.6,371.4,28.3,1701
6.9,5.0,372.0,29.1,1801
6.4,5.0,372.0,29.6,1901
9.7,4.3,372.7,26.3,2001
6.2,4.3,372.7,29.8,2101
6.4,4.1,372.9,29.6,2201
6.7,4.3,372.7,29.3,2301
6.1,5.0,372.0,29.9,2401
6.1,4.8,372.2,29.9,2501
6.7,5.8,371.2,29.3,2601
7.1,4.7,372.3,28.9,2701
6.1,4.3,372.7,29.9,2801
6.5,5.0,372.0,29.5,2901
5.1,4.6,372.4,30.9,3001
6.2,4.1,372.9,29.8,3101
7.3,3.3,373.7,28.7,3201
5.5,5.5,371.9,30.1,3301
5.7,3.7,373.3,30.3,3401
5.7,3.9,373.1,30.3,3501
6.0,4.2,373.8,29.0,3601
4.4,3.9,373.1,31.6,3701
