FN,FP,TN,TP,sr
17.5,9.3,367.7,18.5,101
16.5,9.9,367.1,19.5,201
10.6,7.7,369.3,25.4,301
10.0,6.7,370.3,26.0,401
10.5,7.3,369.7,25.5,501
9.2,7.1,369.9,26.8,601
9.9,5.7,371.3,26.1,701
10.2,6.4,370.6,25.8,801
8.7,6.4,370.6,27.3,901
8.2,6.1,370.9,27.8,1001
8.7,5.1,371.9,27.3,1101
10.2,5.7,371.3,25.8,1201
6.7,6.2,370.8,29.3,1301
8.5,6.4,370.6,27.5,1401
7.4,5.8,371.2,28.6,1501
6.7,5.6,371.4,29.3,1601
7.0,4.2,372.8,29.0,1701
6.5,4.4,372.6,29.5,1801
7.2,6.1,370.9,28.8,1901
7.3,4.3,372.7,28.7,2001
7.0,5.4,371.6,29.0,2101
6.1,5.5,371.5,29.9,2201
7.5,5.5,371.5,28.5,2301
6.5,5.4,371.6,29.5,2401
6.6,4.1,372.9,29.4,2501
6.0,4.7,372.3,30.0,2601
5.4,3.7,373.3,30.6,2701
5.3,5.0,372.0,30.7,2801
4.6,5.0,372.0,31.4,2901
5.1,4.1,372.9,30.9,3001
4.9,4.6,372.4,31.1,3101
5.3,4.2,372.8,30.7,3201
5.3,4.3,373.4,30.0,3301
4.5,3.2,373.8,31.5,3401
5.6,4.8,372.2,30.4,3501
3.3,4.4,373.6,31.7,3601
4.3,3.8,373.2,31.7,3701
