FN,FP,TN,TP,sr
32.3,24.2,352.8,3.7,101
21.7,12.3,364.7,14.3,201
11.8,7.1,369.9,24.2,301
8.0,8.1,368.9,28.0,401
8.8,6.5,370.5,27.2,501
6.1,8.5,368.5,29.9,601
8.0,8.6,368.4,28.0,701
6.2,8.6,368.4,29.8,801
6.7,6.4,370.6,29.3,901
8.0,5.7,371.3,28.0,1001
8.4,8.0,369.0,27.6,1101
8.0,6.2,370.8,28.0,1201
7.3,6.0,371.0,28.7,1301
7.9,5.6,371.4,28.1,1401
8.5,4.7,372.3,27.5,1501
6.0,4.8,372.2,30.0,1601
4.6,5.5,371.5,31.4,1701
6.7,5.2,371.8,29.3,1801
6.7,6.0,371.0,29.3,1901
5.9,6.3,370.7,30.1,2001
6.0,4.9,372.1,30.0,2101
5.5,5.4,371.6,30.5,2201
7.1,3.8,373.2,28.9,2301
5.8,5.9,371.1,30.2,2401
5.6,4.0,373.0,30.4,2501
6.1,4.6,372.4,29.9,2601
6.0,4.2,372.8,30.0,2701
6.3,3.0,374.0,29.7,2801
6.2,5.2,371.8,29.8,2901
6.3,5.1,371.9,29.7,3001
5.0,4.4,372.6,31.0,3101
4.9,4.4,372.6,31.1,3201
4.2,5.1,372.3,31.4,3301
4.1,2.8,374.2,31.9,3401
5.3,4.2,372.8,30.7,3501
4.2,4.3,373.7,30.8,3601
4.5,3.1,373.9,31.5,3701
