FN,FP,TN,TP,sr
12.9,11.6,365.4,23.1,101
11.2,7.6,369.4,24.8,201
12.2,8.5,368.5,23.8,301
10.1,6.5,370.5,25.9,401
10.9,7.2,369.8,25.1,501
9.0,5.9,371.1,27.0,601
9.6,6.9,370.1,26.4,701
9.4,7.0,370.0,26.6,801
9.3,8.1,368.9,26.7,901
7.2,5.8,371.2,28.8,1001
6.5,6.9,370.1,29.5,1101
7.7,5.1,371.9,28.3,1201
6.7,7.1,369.9,29.3,1301
7.4,6.0,371.0,28.6,1401
7.6,5.5,371.5,28.4,1501
7.2,5.2,371.8,28.8,1601
6.1,4.9,372.1,29.9,1701
7.1,5.1,371.9,28.9,1801
8.7,4.8,372.2,27.3,1901
8.1,5.6,371.4,27.9,2001
7.7,5.1,371.9,28.3,2101
6.8,5.9,371.1,29.2,2201
6.6,5.1,371.9,29.4,2301
6.1,5.7,371.3,29.9,2401
5.8,5.0,372.0,30.2,2501
6.9,5.6,371.4,29.1,2601
6.6,3.9,373.1,29.4,2701
4.6,4.0,373.0,31.4,2801
5.6,5.5,371.5,30.4,2901
6.1,4.4,372.6,29.9,3001
6.4,3.5,373.5,29.6,3101
5.9,5.4,371.6,30.1,3201
5.2,3.7,373.8,30.3,3301
4.1,5.4,371.6,31.9,3401
4.1,4.3,372.7,31.9,3501
5.4,3.7,374.3,29.6,3601
6.2,4.4,372.6,29.8,3701
