FN,FP,TN,TP,sr
29.5,10.2,366.8,6.5,101
12.0,5.4,371.6,24.0,201
9.1,6.0,371.0,26.9,301
7.0,7.4,369.6,29.0,401
9.7,7.6,369.4,26.3,501
8.8,8.7,368.3,27.2,601
8.0,7.1,369.9,28.0,701
8.6,5.9,371.1,27.4,801
8.8,6.6,370.4,27.2,901
7.5,6.2,370.8,28.5,1001
7.0,6.9,370.1,29.0,1101
8.4,5.6,371.4,27.6,1201
6.1,6.3,370.7,29.9,1301
7.4,5.4,371.6,28.6,1401
7.6,6.1,370.9,28.4,1501
7.5,4.9,372.1,28.5,1601
6.6,5.3,371.7,29.4,1701
6.5,6.2,370.8,29.5,1801
6.6,6.0,371.0,29.4,1901
7.3,3.2,373.8,28.7,2001
6.4,4.1,372.9,29.6,2101
6.5,6.4,370.6,29.5,2201
5.1,4.7,372.3,30.9,2301
5.9,6.7,370.3,30.1,2401
7.2,6.4,370.6,28.8,2501
6.3,4.9,372.1,29.7,2601
5.8,3.8,373.2,30.2,2701
5.1,3.9,373.1,30.9,2801
4.6,5.3,371.7,31.4,2901
3.8,4.6,372.4,32.2,3001
5.8,4.0,373.0,30.2,3101
5.6,3.4,373.6,30.4,3201
5.8,4.0,373.4,29.8,3301
5.5,4.3,372.7,30.5,3401
6.2,3.6,373.4,29.8,3501
4.4,3.7,374.3,30.6,3601
5.0,3.7,373.3,31.0,3701
