FN,FP,TN,TP,sr
27.4,17.0,360.0,8.6,101
15.2,7.4,369.6,20.8,201
9.4,7.8,369.2,26.6,301
8.3,8.2,368.8,27.7,401
9.3,6.6,370.4,26.7,501
6.0,8.2,368.8,30.0,601
8.8,9.2,367.8,27.2,701
9.2,7.0,370.0,26.8,801
6.6,6.6,370.4,29.4,901
6.2,5.9,371.1,29.8,1001
6.5,6.9,370.1,29.5,1101
6.3,8.2,368.8,29.7,1201
7.4,5.8,371.2,28.6,1301
5.5,7.3,369.7,30.5,1401
7.1,4.7,372.3,28.9,1501
6.8,7.7,369.3,29.2,1601
6.0,8.1,368.9,30.0,1701
5.2,6.4,370.6,30.8,1801
5.1,8.3,368.7,30.9,1901
7.3,5.0,372.0,28.7,2001
5.9,6.2,370.8,30.1,2101
5.7,7.0,370.0,30.3,2201
5.8,7.1,369.9,30.2,2301
7.5,4.7,372.3,28.5,2401
7.4,5.1,371.9,28.6,2501
6.6,5.7,371.3,29.4,2601
5.8,8.2,368.8,30.2,2701
7.9,3.7,373.3,28.1,2801
8.2,6.1,370.9,27.8,2901
5.6,8.0,369.0,30.4,3001
7.2,6.0,371.0,28.8,3101
6.2,7.6,369.4,29.8,3201
7.2,5.9,371.6,28.3,3301
6.9,7.5,369.5,29.1,3401
7.3,5.7,371.3,28.7,3501
6.5,6.5,371.5,28.5,3601
7.8,6.4,370.6,28.2,3701
