FN,FP,TN,TP,sr
29.8,21.5,355.5,6.2,101
18.0,5.1,371.9,18.0,201
11.6,5.6,371.4,24.4,301
10.7,3.9,373.1,25.3,401
6.7,6.6,370.4,29.3,501
9.3,6.6,370.4,26.7,601
7.8,4.5,372.5,28.2,701
7.3,6.9,370.1,28.7,801
6.6,6.1,370.9,29.4,901
8.3,6.7,370.3,27.7,1001
8.8,5.2,371.8,27.2,1101
9.1,5.3,371.7,26.9,1201
6.8,6.0,371.0,29.2,1301
8.0,4.9,372.1,28.0,1401
7.2,5.1,371.9,28.8,1501
7.4,6.0,371.0,28.6,1601
7.5,5.1,371.9,28.5,1701
6.4,4.4,372.6,29.6,1801
7.0,5.1,371.9,29.0,1901
7.8,6.6,370.4,28.2,2001
6.8,5.0,372.0,29.2,2101
5.9,5.8,371.2,30.1,2201
7.1,5.4,371.6,28.9,2301
5.5,3.1,373.9,30.5,2401
6.3,4.9,372.1,29.7,2501
5.3,4.8,372.2,30.7,2601
6.4,4.6,372.4,29.6,2701
4.1,4.7,372.3,31.9,2801
6.3,3.3,373.7,29.7,2901
7.0,4.5,372.5,29.0,3001
4.7,3.6,373.4,31.3,3101
3.8,3.4,373.6,32.2,3201
6.3,3.8,373.9,29.0,3301
4.7,4.0,373.0,31.3,3401
4.7,4.5,372.5,31.3,3501
5.4,2.9,375.1,29.6,3601
5.5,2.9,374.1,30.5,3701
